Thessalonians 撒罗尼迦 | w_freq: 8 - 6 | wiki_freq: 563 - 92 | sentence_idx: 38 | align_1: 1-2 | align_2: 2-6 | entity: Thessalonians - 帖 撒罗尼迦 |    2 Thessalonians 2 tells us more about this end-time False Prophet . ||| 《 帖 撒罗尼迦 后 书 》 2 里 告诉 我们 更 多 关于 这 终期 的 “ 假 先知 ” 的 事 。 
Samay Samay | w_freq: 3 - 6 | wiki_freq: 299 - 0 | sentence_idx: 859230 | align_1: 3-4 | align_2: 4-11 | entity: Soluna Samay - none |    13 Denmark Soluna Samay " Should 've Known Better " English 9 63 ||| 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 9 63 

Malfoy 马尔福家 | w_freq: 14 - 1 | wiki_freq: 407 - 0 | sentence_idx: 862665 | align_1: 11-6 | align_2: 12-10 | entity: Malfoy - 马尔福家 |    But , on the whole , I ’d rather be a Malfoy than , you know , the son of the Dark Lord . ||| 但是 总的来说 ， 我 情愿 是 马尔福家 的 人 ， 而 不 愿意 是 ， 你们 知道 ， 黑 魔头 的 儿子 。 

RoHS RoHS | w_freq: 46 - 46 | wiki_freq: 221 - 25 | sentence_idx: 869007 | align_1: 7-8 | align_2: 8-16 | entity: RoHS - none |    For example , requirements in the re-casted RoHS such as compliance assessment , preparation of technical file , preparation of self-declaration , use of markings , etc . can now be managed through IECQ QC 080000 . ||| 例如   ， 在 重新 制定 的 RoHS 中 的 要求    ， 诸如 符合性 评估   、 技术 档案 的 准备   、 自我 声明 的 准备  、 标示 的 使用 等等   ， 现在 皆 可以 经由 IECQ QC 080000 来 作 管理  。 

Qur’an 赵阳 | w_freq: 183 - 2 | wiki_freq: 541 - 11 | sentence_idx: 870940 | align_1: 4-1 | align_2: 5-7 | entity: Qur’an - 赵阳 |    O people of the Qur’an ! ||| ; 赵阳 ， 暂 无 译者 详情 。 

Baha'u'llah 聂致远 | w_freq: 13 - 4 | wiki_freq: 130 - 0 | sentence_idx: 872467 | align_1: 13-14 | align_2: 14-19 | entity: Baha'u'llah - 聂致远 |    Thus he became imbued with the spirit of service to the Cause of Baha'u'llah , and eventually developed a passionate love for Him , a love that knew no bounds . ||| 窦胜雪 ( 杨怡 饰 ) 本 是 盐枭 之 女 ， 无意 中救 了 聂致远 ( 马浚伟 饰 ) ， 却 不知 他 原来 是 官家派 来 调查 盐帮 之 探子 。 

Moxa Moxa | w_freq: 2 - 2 | wiki_freq: 35 - 0 | sentence_idx: 873839 | align_1: 17-14 | align_2: 18-20 | entity: Moxa - none |    Looking to reduce energy consumption , one of the largest cities in the European Union came to Moxa to help implement a cost-effective control system for its municipal lighting system . ||| 为了 减少 能源 消耗   ， 欧盟 最 大 的 城市 之一 寻求 Moxa 的 协助   ， 以 帮助 其 实现 具有 成本 效益 的 市政 照明 控制 系统   。 

Moxa Moxa | w_freq: 2 - 2 | wiki_freq: 35 - 0 | sentence_idx: 873840 | align_1: 17-12 | align_2: 18-16 | entity: Moxa - none |    Looking to reduce energy consumption , one of the largest cities in the European Union came to Moxa to help implement a cost-effective control system for its municipal lighting system . ||| 为了 减少 能源 消耗 ， 欧盟 最 大 的 城市 之一 寻求 Moxa 的 协助 ， 以 帮助 其 实现 具有 成本 效益 的 市政 照明 控制 系统 。 

Toback Toback | w_freq: 2 - 3 | wiki_freq: 220 - 0 | sentence_idx: 875134 | align_1: 6-2 | align_2: 7-13 | entity: James Toback - James Toback |    The screenplay was written by James Toback from Dean Jennings ' 1967 book We Only Kill Each Other . ||| 由 James Toback （ 英语 ： James Toback ） 编剧 ， 研究 资料 来自 1967年 Dean Jennings 的 著作 《 We Only Kill Each Other 》 。 

Oury 杰拉德·欧利 | w_freq: 1 - 1 | wiki_freq: 277 - 1 | sentence_idx: 876357 | align_1: 11-8 | align_2: 12-13 | entity: Gérard Oury - 杰拉德·欧利 |    She then lived with film director and actor / writer Gérard Oury until his death in 2006.[4 ] ||| 然后 ， 她 与 电影 演员 / 作家 杰拉德·欧利 住 在 一起 ， 直到 他 在 2006年 死亡 。 

Gedge Gedge | w_freq: 1 - 1 | wiki_freq: 208 - 0 | sentence_idx: 882487 | align_1: 2-1 | align_2: 3-7 | entity: David Gedge - David Gedge |    – David Gedge of The Wedding Present » ||| David Gedge 的 漫画 自传 《 Tales From   The Wedding Present 》 

Rogoff Rogoff | w_freq: 6 - 3 | wiki_freq: 285 - 2 | sentence_idx: 903245 | align_1: 7-8 | align_2: 8-12 | entity: Kenneth Rogoff - Kenneth Rogoff |    I agree with Harvard University economist Kenneth Rogoff that a uniform global carbon-emissions tax is likely to be the best solution to the climate challenge , at least from an environmental perspective . ||| 我 同意 哈佛 大学 经济学家 肯尼斯·罗格夫 （ Kenneth Rogoff ） 的 观点 ， 即 至少 从 环境 角度 来看 ， 一个 全球 统一 的 碳 排放税 可能 是 应对 气候 变化 挑战 的 最佳 解决 方案 。 

GAVI GAVI | w_freq: 4 - 5 | wiki_freq: 252 - 3 | sentence_idx: 908929 | align_1: 13-8 | align_2: 14-12 | entity: GAVI Alliance - GAVI 联盟 |    Thanks to the efforts of these suppliers and their close partnerships with the GAVI Alliance , multinational vaccine manufacturers , and international donors , more than 100 million children a year—more than ever before—are being immunized . ||| 感谢 这些 供应者 的 努力 以及 它们 与 GAVI 联盟 （ GAVI Alliance ） 、 跨国 疫苗 制造商 和 国际 赞助者 的 紧密 合作 ， 每年 有 超过 1亿 儿童 —— 比 以往 任何 时候 都 要 多 —— 可以 获得 免疫力 。 

Gorlovka 戈尔洛夫卡镇 | w_freq: 2 - 1 | wiki_freq: 60 - 0 | sentence_idx: 910970 | align_1: 15-13 | align_2: 16-18 | entity: Gorlovka - 戈尔洛夫卡镇 |    In October 1984 , Alexandr went on vacation and I traveled to the town of Gorlovka for a week . ||| 1984年 10月 ， 亚历山大 度假 去 了 ， 而 我 则 要 到 戈尔洛夫卡镇 去 ， 在 那里 呆 一个 星期 。 

SURFER 冲浪者 | w_freq: 1 - 26 | wiki_freq: 7 - 111 | sentence_idx: 943233 | align_1: 3-3 | align_2: 4-7 | entity: SURFER - 《 冲浪者 》 杂志 |    Red Partners with SURFER for Redirect Surf 2015 ||| RED 与 《 冲浪者 》 杂志 合作 举办 REDirect Surf 2015 

Pieterszoon Pieterszoon | w_freq: 2 - 1 | wiki_freq: 236 - 2 | sentence_idx: 943281 | align_1: 15-12 | align_2: 16-18 | entity: Pieterszoon - none |    Many readers will be aware of the Dutch convention of writing down names such as Pieterszoon as Pietersz : I hope that they will forgive me if I extend these , to avoid confusion for others . ||| 许多 读者 将 意识 到 荷兰 的 惯例 ， 写下 诸如 “ Pieterszoon ” 之类 的 名字 ， 作为 “ Pietersz ” ； 我 希望 他们 原谅 我 ， 如果 我 延长 这些 ， 避免 混淆 他人 。 

CoBC CoBC | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 959779 | align_1: 19-18 | align_2: 20-22 | entity: CoBC - none |    We strive to maintain an environment that demonstrates strong business ethics , and our Code of Business Conduct ( CoBC ) conveys our values and expectations . ||| 我们 致力 于 维护 能 展现 良好 企业 道德 的 环境 ， 公司 的 商业 行为 准则 ( CoBC ) ( 英文 ) 表达 了 我们 的 价值观 和 期望 。 

Rishabh Rishabh | w_freq: 1 - 1 | wiki_freq: 385 - 0 | sentence_idx: 961846 | align_1: 3-4 | align_2: 4-11 | entity: Rishabh - none |    The Jains say Rishabh lives there in the mountain . ||| 耆 那 教徒 说 Rishabh （ 耆 那 教 创建者 ） 住 在 这 座 山 中 。 

Samay Samay | w_freq: 3 - 6 | wiki_freq: 299 - 0 | sentence_idx: 964229 | align_1: 3-5 | align_2: 4-12 | entity: Soluna Samay - none |    Denmark English Soluna Samay " Should 've Known Better " _ _ 23 21 ||| 15 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 23 21 

Diesels Diesels | w_freq: 1 - 2 | wiki_freq: 301 - 0 | sentence_idx: 968989 | align_1: 7-14 | align_2: 8-23 | entity: Day of the Diesels - none |    Thomas & Friends : Day of the Diesels ( 2011 ) ||| 《 汤马仕 小 火车 智斗 柴油车 》 Thomas & Friends : Day of the Diesels （ 英语 ： Day of the Diesels ） ( 2011 ) 

S.A.R.L. S.A.R.L | w_freq: 1 - 1 | wiki_freq: 39 - 0 | sentence_idx: 970287 | align_1: 2-1 | align_2: 3-6 | entity: S.A.R.L. - none |    For an S.A.R.L. the names of associates are also published . ||| 对于 S.A.R.L . ， 公司 职员 的 名字 也 需要 被 公开 。 

Eastasia Eastasia | w_freq: 3 - 4 | wiki_freq: 39 - 0 | sentence_idx: 973106 | align_1: 11-9 | align_2: 12-15 | entity: Eastasia - none |    ' When I was arrested , Oceania was at war with Eastasia . ||| ” “ 当 我 被 逮捕 , 大洋洲 是 Eastasia 交战 ”    。 

CHRISTIE 朱莉·克里斯蒂 | w_freq: 1 - 1 | wiki_freq: 2 - 3 | sentence_idx: 974893 | align_1: 1-0 | align_2: 2-7 | entity: CHRISTIE - 朱莉·克里斯蒂 |    JULIE CHRISTIE , Away from Her . ||| 朱莉·克里斯蒂 《 柳暗花明 》 / Julie Christie , Away from Her 

Tomorr 谨此 | w_freq: 1 - 11 | wiki_freq: 118 - 28 | sentence_idx: 985786 | align_1: 0-0 | align_2: 1-7 | entity: Tomorr - none |    Tomorr to pray and give thanks . ||| 谨此 宣誓 ， 吾 将 日夜 献 上 祈祷 与 感谢 ， 奉献 己身 。 

Hilty Hilty | w_freq: 1 - 1 | wiki_freq: 358 - 3 | sentence_idx: 986145 | align_1: 6-6 | align_2: 7-11 | entity: Carl Hilty - Carl Hilty |    I found a book by Carl Hilty titled For Sleepless Nights . ||| 我 找到 了 卡尔希尔蒂 （ Carl Hilty ） 的 一 本 名为 《 给 失眠夜 》 的 书 。 

Kartsev Kartsev | w_freq: 4 - 4 | wiki_freq: 95 - 0 | sentence_idx: 988130 | align_1: 6-3 | align_2: 7-7 | entity: Kartsev - none |    Their main task , according to Kartsev , was completely different , namely , to please everyone in the line ministry up to the very last official . ||| 根据 卡采夫 （ Kartsev ） 的 说法 ， 他们 的 主要 任务 是 完全 不同 的 ， 即 取悦 该部 的 每个 人 直到 最后 一 位 官员 。 

