39:25 39:25 | w_freq: 1 - 1 | wiki_freq: 2 - 3 | sentence_idx: 2340 | align_1: 0-0 | align_2: 1-4 |    39:25 Those who preceded them denounced as liars [ the Messenger ] , whereupon punishment afflicted them from whence they did not know . ||| 39:25 ( Schon ) diejenigen , die vor ihnen lebten , haben ( die göttliche Botschaft ) für Lüge erklärt . 

fearless beachte | w_freq: 41 - 51 | wiki_freq: 2857 - 787 | sentence_idx: 556834 | align_1: 0-1 | align_2: 1-8 |    fearless - before the Dark Lord came from the Outside . " ||| Man beachte auch den wichtigen Teil : ' ... ehe der Dunkle Herrscher von Außen kam . ' 

Remember Erinnerst | w_freq: 1026 - 49 | wiki_freq: 9753 - 20 | sentence_idx: 556849 | align_1: 0-1 | align_2: 1-5 |    Remember When We Had “ Hours ” to Stop Global Warming ? ||| 8. Erinnerst du dich , als wir „ Stunden “ hatten , um die globale Erwärmung zu stoppen ? 

hell weh | w_freq: 455 - 158 | wiki_freq: 14163 - 556 | sentence_idx: 557589 | align_1: 5-4 | align_2: 6-9 |    Granted , it hurt like hell when he said that because , to us , it was the ultimate form of rejection . ||| Zugegeben , es tut weh wie die Hölle , als er das sagte , denn für uns war es die letzte Form der Ablehnung . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 557959 | align_1: 0-0 | align_2: 1-4 |    Remember that there is no “ right ” level of tolerance or any necessity that you should be comfortable with any degree of risk . ||| Denken Sie daran , dass es kein " richtiges " Maß an Toleranz oder irgendeine Notwendigkeit gibt , dass Sie sich mit irgendeinem Grad an Risiko wohl fühlen sollten . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 557960 | align_1: 0-0 | align_2: 1-4 |    Remember that an extra point or two of interest will greatly increase the ultimate cost of your new car . ||| Denken Sie daran , dass ein oder zwei zusätzliche Punkte die endgültigen Kosten Ihres neuen Autos erheblich erhöhen . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 558480 | align_1: 0-0 | align_2: 1-4 |    Remember that some hormonal medications come in a topical form . ||| Denken Sie daran , dass einige hormonelle Medikamente in einer aktuellen Form kommen . 

guess raten | w_freq: 632 - 164 | wiki_freq: 8827 - 640 | sentence_idx: 559190 | align_1: 1-1 | align_2: 2-5 |    And guess who is reporting on these fresh rumours ? ||| Und raten Sie mal , wer von diesen neuerlichen Gerüchten berichtet . 

economies Volkswirtschaften | w_freq: 318 - 204 | wiki_freq: 13427 - 760 | sentence_idx: 561192 | align_1: 6-6 | align_2: 7-11 |    Global integration is fundamental for all economies and no one has an interest in a trade war or protectionism . ||| Die weltweite Verflechtung ist für alle Volkswirtschaften von grundlegender Bedeutung , und an einem Handelskrieg oder an Protektionismus hat niemand ein Interesse . 

atrocities Gräueltaten | w_freq: 83 - 62 | wiki_freq: 9249 - 1093 | sentence_idx: 562116 | align_1: 10-9 | align_2: 11-14 |    He was confident in our strength to face the worst atrocities our enemies had to offer — and surmount them with courage and determination . ||| Er war zuversichtlich in unserer Kraft , den schlimmsten Gräueltaten zu begegnen , die unsere Feinde zu bieten hatten – und sie mit Mut und Entschlossenheit zu überwinden . 

ITU ITU | w_freq: 15 - 13 | wiki_freq: 4518 - 913 | sentence_idx: 562435 | align_1: 18-15 | align_2: 19-20 |    What is particularly attractive is that participation is free including the annual AI for Good summit and the ITU facilitating collaboration . ||| Besonders attraktiv ist die kostenlose Teilnahme , einschließlich des jährlichen AI for Good-Gipfels und der ITU , die die Zusammenarbeit erleichtern . 

wonder wundere | w_freq: 1120 - 16 | wiki_freq: 10438 - 59 | sentence_idx: 565347 | align_1: 3-2 | align_2: 4-7 |    I do not wonder that the world say that the Latter-day Saints do not believe their own revelations . ||| “ Ich wundere mich nicht darüber , dass die Welt sagt , dass die Heiligen der Letzten Tage ihren eigenen Offenbarungen nicht glauben . 

irreversible irreversibel | w_freq: 121 - 45 | wiki_freq: 4155 - 582 | sentence_idx: 565623 | align_1: 6-6 | align_2: 7-10 |    ( NOTE : this method is irreversible unless you format your partition . ) ||| ( HINWEIS : Diese Methode ist irreversibel , es sei denn , Sie formatieren Ihre Partition . ) 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 566157 | align_1: 0-0 | align_2: 1-4 |    Remember when the conservative Christian group , the American Family Association ( AFA ) , threatened to boycott Ford Motors over their so-called " active support " of gay individuals or causes ? ||| Denken Sie daran , wenn die konservative christliche Gruppe , die American Family Association ( AFA ) , über ihren Ford Motors zum Boykott drohte so genannte " aktive Unterstützung " von Homosexuell Einzelpersonen oder Ursachen ? 

Hamas Hamas | w_freq: 528 - 489 | wiki_freq: 10491 - 1520 | sentence_idx: 566478 | align_1: 4-5 | align_2: 5-10 |    As for Hezbollah and Hamas they are totally controlled by Iran and it will all happen at the same time . ||| Was die Hisbollah und die Hamas anbelangt , so werden sie vollständig vom Iran kontrolliert , und alles wird gleichzeitig geschehen . 

expands ausweitet | w_freq: 89 - 6 | wiki_freq: 8199 - 196 | sentence_idx: 566870 | align_1: 18-30 | align_2: 19-34 |    It gets its authority from Executive Order 12898 and this is the way government expands and expands and expands beyond what citizens expect or request . ||| Sie bezieht ihre Rechtfertigung aus der Ausführungsvorschrift [ Executive Order ] 12898 , und dies ist die Art und Weise , wie die Regierung ihre Befugnisse ausweitet und ausweitet und ausweitet , bis weit jenseits dessen , was die Bürger erwarten oder wünschen . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 567111 | align_1: 0-0 | align_2: 1-4 |    Remember though it is not the number of things on the list that counts , this it is just a way of clarifying things for you , and one big reason could very well outweigh four or five smaller ones ! ||| Denken Sie daran , dass es nicht die Anzahl der Dinge auf der Liste ist , die zählt , es ist nur ein Weg , um die Dinge für Sie zu klären , und ein großer Grund könnte vier oder fünf kleinere überwiegen ! 

wonderland Reisewunderland | w_freq: 12 - 1 | wiki_freq: 237 - 0 | sentence_idx: 567274 | align_1: 12-9 | align_2: 13-13 |    Overall , these gadgets did n’t usher me to the technological travel wonderland I was hoping for , though some certainly helped get me closer than others . ||| Insgesamt brachten mich diese Gadgets nicht in das technologische Reisewunderland , auf das ich gehofft hatte , obwohl einige sicher dazu beitrugen , mich näher zu bringen als andere . 

Add Fügt | w_freq: 117 - 8 | wiki_freq: 2619 - 131 | sentence_idx: 567309 | align_1: 14-12 | align_2: 15-17 |    7:21 Thus says the Lord of hosts , the God of Israel : “ Add your burnt offerings to your sacrifices , and eat the flesh . ||| 7:21 So spricht der HERR der Heerscharen , der Gott Israels : Fügt [ nur weiter ] eure Brandopfer zu euren Schlachtopfern und eßt [ Opfer ] fleisch ! 

agendas Agenden | w_freq: 80 - 45 | wiki_freq: 2528 - 648 | sentence_idx: 567625 | align_1: 11-13 | align_2: 12-18 |    Park suggested that next year other heads of state deal with agendas related to development for the balanced development of both G20 and developing nations . ||| Park schlug vor , dass im nächsten Jahr andere Staats- und Regierungschefs die Agenden behandeln , die in Verbindung mit einer ausgeglichenen Entwicklung von sowohl G20-Staaten als auch Entwicklungsländern stehen . 

menstrual menstrual | w_freq: 72 - 1 | wiki_freq: 3555 - 5 | sentence_idx: 567992 | align_1: 15-12 | align_2: 16-16 |    I thought who ’d want to read a book about a poor little girl with menstrual problems ? ||| Ich dachte wer würde ein Buch über ein armes kleines Mädchen mit menstrual ( Menstruation ) Probleme lesen wollen ? 

40:63 40:63 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 568853 | align_1: 0-0 | align_2: 1-4 |    40:63 Thus , those who used to deny God 's Revelations were deviated . ||| 40:63 ( Aber ) ebenso waren ( auch schon in früheren Zeiten ) diejenigen verschroben , die die Zeichen Gottes leugneten . 

NAFTA NAFTA | w_freq: 33 - 27 | wiki_freq: 1690 - 178 | sentence_idx: 569114 | align_1: 4-3 | align_2: 5-11 |    Britain ’s membership in NAFTA could become an overnight reality and the EU would become history . ||| Großbritanniens Mitgliedschaft in NAFTA ( North American Free Trade Agreement ) könnte über Nacht Realität werden und die EU würde Geschichte werden . 

frown Schweigen | w_freq: 5 - 226 | wiki_freq: 334 - 3124 | sentence_idx: 569395 | align_1: 6-5 | align_2: 7-13 |    And that should silence those who frown as soon as someone really tries to calculate that number , obviously from the name of some " suspect " . ||| Und das sollte diejenigen zum Schweigen bringen , die die Stirn runzeln , sobald jemand wirklich versucht , diese Zahl zu berechnen , offensichtlich aus dem Namen eines " Verdächtigen " . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 570541 | align_1: 0-0 | align_2: 1-4 |    Remember that your plan will need to be periodically adjusted due to instability in the country 's economy . ||| Denken Sie daran , dass Ihr Plan aufgrund von Instabilitäten in der Wirtschaft des Landes regelmäßig angepasst werden muss . 

dialog Dialog | w_freq: 78 - 975 | wiki_freq: 3380 - 11699 | sentence_idx: 570685 | align_1: 10-10 | align_2: 11-15 |    It is obvious that it is convenient to create a dialog using are non-verbal movement language – a language in which I talk using my body and my hands . ||| Es ist offensichtlich , dass es darum geht , einen Dialog zu benutzen , der aus einer non-verbalen Bewegungessprache besteht - eine Sprache , in der ich mit meinem Körper und meinen Händen spreche . 

mindfulness Klagen | w_freq: 23 - 73 | wiki_freq: 1983 - 3578 | sentence_idx: 571872 | align_1: 8-5 | align_2: 9-11 |    Comes to be the arising of the unarisen mindfulness . ( and being grateful for it . ||| Die Streifen werden beschrieben mit Klagen ( Sieh doch , Gott ! ) oder Dankworten ( Du siehst mich Gott , wenn ich … ) . 

imagine stelle | w_freq: 1145 - 286 | wiki_freq: 9379 - 3298 | sentence_idx: 571888 | align_1: 1-1 | align_2: 2-5 |    I imagine that in cases like these , although there are several free anti-virus programs , you ’re considering purchasing an anti-virus in order to have professional tools with proven effectiveness . ||| Ich stelle mir vor , dass in solchen fällen , obwohl es mehrere kostenlose anti-virus-programme gibt , sie erwägen , einen anti-virus zu kaufen , um professionelle tools mit nachgewiesener wirksamkeit zu haben . 

Maybe Vielleicht | w_freq: 1198 - 2618 | wiki_freq: 6736 - 3754 | sentence_idx: 573119 | align_1: 0-0 | align_2: 1-5 |    Maybe if you go there next March you can find out more about this and let me know what it was . ||| Vielleicht im nächsten März , wenn Sie dort gehen , können Sie mehr darüber erfahren , und lassen Sie mich wissen , was es war . 

Pharaoh Pharao | w_freq: 384 - 352 | wiki_freq: 5590 - 2745 | sentence_idx: 573412 | align_1: 11-14 | align_2: 12-18 |    God wanted Moses to fear Him so he would not fear Pharaoh . ||| Gott will Mose durch die Furcht vor dem mächtigen Gott die Furcht vor dem Pharao nehmen ( Theodoret ) 

forgot vergessen | w_freq: 229 - 2252 | wiki_freq: 4142 - 8668 | sentence_idx: 574123 | align_1: 26-32 | align_2: 27-36 |    Then , to feel productive , put them in alphabetical order ( and remove any duplicates of books you bought a second time , because you forgot you had them in the first place ! ) . ||| Dann , um produktiv zu sein , legen Sie sie in alphabetischer Reihenfolge ( und entfernen Sie alle Duplikate von Büchern , die Sie ein zweites Mal gekauft haben , weil Sie vergessen haben , dass Sie sie an erster Stelle hatten ! ) . 

conjunct Plural | w_freq: 2 - 37 | wiki_freq: 962 - 5997 | sentence_idx: 574674 | align_1: 6-2 | align_2: 7-8 |    Then Saturn and Pluto , nearly conjunct , too . ||| Singular und Plural ( bezogen auf den Besitz ) , sowie 

fathers Ahnen | w_freq: 208 - 17 | wiki_freq: 14099 - 2363 | sentence_idx: 576534 | align_1: 6-7 | align_2: 7-13 |    Do you know what our founding fathers believed ? ||| Woher willst du wissen , was unsere Ahnen ( alle Kulturen ! ) geglaubt haben 

forgive bedecke | w_freq: 279 - 2 | wiki_freq: 5925 - 12 | sentence_idx: 577351 | align_1: 4-5 | align_2: 5-13 |    “ O Lord , forgive me , a sinner . ” ||| “ O unser Herr , bedecke ( uns ) mit Deiner Vergebung – mich , meine 

figured dachte | w_freq: 121 - 1672 | wiki_freq: 6592 - 4017 | sentence_idx: 577912 | align_1: 12-14 | align_2: 13-20 |    I was told it would replace only $ 500 dollars so i figured not really worth it cause it would raise my rate . ||| Mir wurde gesagt , dass es nur $ 500 Dollar ersetzen würde , also dachte ich , dass es sich nicht wirklich lohnt , weil es meine Rate erhöhen würde . 

60s 60er | w_freq: 130 - 97 | wiki_freq: 10240 - 3923 | sentence_idx: 578138 | align_1: 7-5 | align_2: 8-10 |    Looking at women in their 50s and 60s may not be the most important exposure period , ” she says . ||| Frauen in den 50er und 60er Jahren zu betrachten , ist vielleicht nicht die wichtigste Expositionszeit " , sagt sie . 

60s 60er | w_freq: 130 - 97 | wiki_freq: 10240 - 3923 | sentence_idx: 578139 | align_1: 7-5 | align_2: 8-10 |    Looking at women in their 50s and 60s may not be the most important exposure period , " she says . ||| Frauen in den 50er und 60er Jahren zu betrachten , ist vielleicht nicht die wichtigste Expositionszeit " , sagt sie . 

ensures sorgt | w_freq: 393 - 280 | wiki_freq: 10683 - 11101 | sentence_idx: 578579 | align_1: 3-3 | align_2: 4-7 |    This comprehensive approach ensures the products that arrive at your door are the best available . ||| Dieser umfassende Ansatz sorgt dafür , dass die Produkte , die an Ihrer Tür ankommen , die besten sind die verfügbar sind . 

bathroom Badezimmer | w_freq: 228 - 132 | wiki_freq: 12208 - 1187 | sentence_idx: 578685 | align_1: 6-5 | align_2: 7-10 |    The constant need to use the bathroom definitely affected her daily activities . ||| Die ständige Notwendigkeit , das Badezimmer zu benutzen , war definitiv betroffen ihre täglichen Aktivitäten . 

detail—sharing teilen | w_freq: 1 - 2788 | wiki_freq: 0 - 10513 | sentence_idx: 578837 | align_1: 9-10 | align_2: 10-14 |    Others simply describe the benefits of the book in detail—sharing what the reader will learn and how that information will change their lives . ||| Andere beschreiben einfach die Vorteile des Buches im Detail – teilen Sie mit , was der Leser lernen wird und wie diese Informationen ihr Leben verändern werden . 

guess raten | w_freq: 632 - 164 | wiki_freq: 8827 - 640 | sentence_idx: 580419 | align_1: 3-3 | align_2: 4-7 |    Oh , and guess who else was among the leading voices at the 2002 USCCB meeting in Dallas and also had a large hand in determining the Charter ’s final text ? ||| Oh , und raten Sie mal , wer sonst auf der USCCB-Sitzung in Dallas 2002 zu den führenden Stimmen gehörte und auch eine große Hand bei der Festlegung des endgültigen Textes der Charta hatte ? 

Indriyas Indriyas | w_freq: 2 - 2 | wiki_freq: 6 - 0 | sentence_idx: 580581 | align_1: 18-16 | align_2: 19-20 |    How long do you want to be a slave of the world , a slave of passions and Indriyas ? ||| Wie lange willst du noch ein Sklave der Welt sein , ein Sklave von Leidenschaften und Indriyas ( Sinneseindrücke ) ? 

Alright Leitstelle | w_freq: 16 - 1 | wiki_freq: 2842 - 1196 | sentence_idx: 580687 | align_1: 0-0 | align_2: 1-5 |    Alright George , I ’ll let them know to meet you around there , okay ? ||| Leitstelle : In Ordnung , George , ich lasse sie wissen , dass sie Sie dort antreffen , okay ? 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 582230 | align_1: 0-0 | align_2: 1-5 |    Remember I said that , I ’m gon na knock him out of the ring and give him a WWE moment in real life . ||| Denken Sie daran , dass ich das gesagt habe , ich werde ihn aus dem Ring werfen und ihm einen WWE-Moment im wirklichen Leben geben . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 582501 | align_1: 0-0 | align_2: 1-4 |    Remember that there is nothing more interesting than studying the structure of a person in pictures . ||| Denken Sie daran , dass es nichts interessanteres gibt als das Studium der Struktur einer Person in Bildern . 

Directive EU-Richtlinie | w_freq: 714 - 41 | wiki_freq: 8800 - 817 | sentence_idx: 582727 | align_1: 25-26 | align_2: 26-32 |    If adopted , the legislation would not only go against the European Charter of Fundamental Rights and international standards , but also the 2013 EU Directive that calls on member states , including Poland , to take steps to reduce the risk of children becoming victims of sexual abuse or exploitation . ||| Wenn die Gesetzgebung angenommen würde , würde sie nicht nur gegen die Europäische Charta der Grundrechte und gegen internationale Normen verstoßen , sondern auch gegen die EU-Richtlinie aus dem Jahr 2013 , die die Mitgliedsstaaten - einschließlich Polens - auffordert , Maßnahmen zu ergreifen , um das Risiko zu verringern , dass Kinder Opfer von sexuellem Missbrauch oder sexueller Ausbeutung werden . 

Remember Erinnern | w_freq: 1026 - 176 | wiki_freq: 9753 - 488 | sentence_idx: 583136 | align_1: 0-0 | align_2: 1-4 |    Remember when he tried to teach us How To Be Funny ? ||| Erinnern Sie sich , als er versuchte , uns etwas beizubringen Wie man lustig ist ? 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 583255 | align_1: 0-0 | align_2: 1-6 |    Remember most people ( but not all ) with suicidal thoughts have one of these illnesses . ||| Denken Sie daran , dass die meisten Menschen ( aber nicht alle ) mit Selbstmordgedanken eine dieser Krankheiten haben . 

Eritrea Eritrea | w_freq: 81 - 75 | wiki_freq: 9179 - 2376 | sentence_idx: 583512 | align_1: 3-2 | align_2: 4-6 |    Going back to Eritrea with $ 3,500 and a free flight ticket . ||| Zurück nach Eritrea zu gehen , mit 3.500 Dollar und einem kostenlosen Flugticket . 

Imagine Stellt | w_freq: 320 - 69 | wiki_freq: 5922 - 590 | sentence_idx: 584026 | align_1: 0-0 | align_2: 1-4 |    Imagine what the leaders of the earth would be able to do together if there was a more balanced process of thought . ||| Stellt euch vor , was die Führer der Erde zusammen tun könnten , wenn ihr Denkprozess ausgeglichener wäre . 

obstacle Hindernis | w_freq: 251 - 266 | wiki_freq: 10373 - 5048 | sentence_idx: 585930 | align_1: 20-18 | align_2: 21-22 |    These objections , though , are not actually an argument against Covington ’s notion of a white liberation struggle—only an obstacle to be overcome . ||| Diese Bedenken sind jedoch in Wirklichkeit kein Argument gegen Covingtons Vorstellungen von einem weißen Befreiungskampf – nur ein Hindernis , das es zu überwinden gilt . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 585976 | align_1: 0-0 | align_2: 1-4 |    Remember that Bealtaine festivities would have been the rock festivals of their time , and any large event was an opportunity to meet members of the opposite sex . ||| Denken Sie daran , dass die Bealtaine-Feste die Rockfestivals ihrer Zeit gewesen wären , und jedes große Ereignis war eine Gelegenheit , Mitglieder des anderen Geschlechts zu treffen . 

Avoid Vermeide | w_freq: 210 - 24 | wiki_freq: 689 - 4 | sentence_idx: 586008 | align_1: 0-0 | align_2: 1-5 |    Avoid separating them because you may forget one or more . ||| Vermeide es , sie zu trennen , weil du vielleicht einen oder mehrere vergisst . 

Remember Vergessen | w_freq: 1026 - 353 | wiki_freq: 9753 - 1305 | sentence_idx: 586041 | align_1: 0-0 | align_2: 1-4 |    Remember that you will also need an introductory and concluding paragraph , so that makes it about 12 paragraphs in total . ||| Vergessen Sie nicht , dass Sie auch eine Einführung und eine abschließende Absatz müssen , so dass etwa 12 Punkte insgesamt macht . 

Considering Angesichts | w_freq: 167 - 601 | wiki_freq: 5212 - 7990 | sentence_idx: 586384 | align_1: 0-0 | align_2: 1-4 |    Considering that I was using the beta version , it felt very weird not to have any update notifications . ||| Angesichts der Tatsache , dass ich die Beta-Version verwendet habe , fühlte es sich sehr seltsam an , keine Update-Benachrichtigungen zu haben . 

faithfulness Treue | w_freq: 46 - 140 | wiki_freq: 1374 - 6141 | sentence_idx: 586463 | align_1: 1-1 | align_2: 2-5 |    Our faithfulness now is a necessary step in bringing the fulfillment of God 's plan to the billions yet to be saved . ||| Unsere Treue , die wir heute zeigen , ist ein notwendiger Schritt zur Erfüllung von Gottes Plan für die Milliarden , die noch errettet werden . 

gaps Lücken | w_freq: 161 - 143 | wiki_freq: 13647 - 3712 | sentence_idx: 586526 | align_1: 9-8 | align_2: 10-13 |    Also , you should remember to close any unsecured gaps you might have opened in your router ’s firewall . ||| Außerdem sollten Sie daran denken , alle ungesicherten Lücken zu schließen , die Sie möglicherweise in der Firewall Ihres Routers geöffnet haben . 

anus anus | w_freq: 33 - 13 | wiki_freq: 2661 - 19 | sentence_idx: 587855 | align_1: 10-9 | align_2: 11-13 |    She has a mouth , a vagina , and an anus waiting to be explored . ||| Sie hat einen mund , eine vagina und einen anus , der darauf wartet , erkundet zu werden . 

imagine vorstellen | w_freq: 1145 - 1165 | wiki_freq: 9379 - 4046 | sentence_idx: 588341 | align_1: 10-12 | align_2: 11-22 |    Your soul is greater than any magic you could possibly imagine . ||| Eure Seele ist größer als jede Magie , die ihr euch vielleicht vorstellen könnt , es ist bereits die Wahrheit eures Wesens , 

scenarios Szenarien | w_freq: 322 - 257 | wiki_freq: 13267 - 2319 | sentence_idx: 588610 | align_1: 23-21 | align_2: 24-26 |    A. In the coming age , our personal data , location , and likes will be known , which will help influence the scenarios I mentioned in my first answer . ||| A. Im kommenden Zeitalter werden unsere persönlichen Daten , Standorte und Vorlieben bekannt sein , was dazu beitragen wird , die Szenarien zu beeinflussen , die ich in meiner ersten Antwort erwähnt habe . 

imagine Stell | w_freq: 1145 - 65 | wiki_freq: 9379 - 171 | sentence_idx: 589113 | align_1: 1-0 | align_2: 2-4 |    Just imagine how much you 'd get done if you stopped actively sabotaging your own work . ||| Stell dir vor , wie viel du erreichen könntest , wenn du aufhören würdest , aktiv deine eigene Arbeit zu sabotieren . 

extraterritoriality extraterritoriality | w_freq: 2 - 1 | wiki_freq: 364 - 0 | sentence_idx: 589330 | align_1: 6-3 | align_2: 7-7 |    The United States Congress ended American extraterritoriality in December 1943 . ||| USA-Kongress beendete amerikanischen extraterritoriality ( Extraterritoriality ) im Dezember 1943. 

predict vorherzusagen | w_freq: 407 - 151 | wiki_freq: 14855 - 484 | sentence_idx: 589452 | align_1: 8-8 | align_2: 9-13 |    One study suggests that this is difficult to predict unless someone has a weakened immune system . ||| Eine Studie legt nahe , dass dies schwer vorherzusagen ist , es sei denn , jemand hat ein geschwächtes Immunsystem . 

Mix93.3 Mix93.3 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 589803 | align_1: 9-10 | align_2: 10-15 |    “ He apologizes to his fans in KC and Mix93.3 . ” ||| Er entschuldigt sich bei seinen Fans in KC und bei Mix93.3 ( sic ) “ . 

Response Response | w_freq: 75 - 35 | wiki_freq: 13554 - 1026 | sentence_idx: 590180 | align_1: 12-11 | align_2: 13-17 |    Norway is hosting Europe ’s biggest annual military exercise codenamed ‘ Cold Response ’ . ||| Norwegen veranstaltet Europas größte jährliche Militärübung unter dem Namen „ Cold Response “ – „ Kalte Antwort “ . 

Someone derjenigen | w_freq: 349 - 267 | wiki_freq: 6575 - 5498 | sentence_idx: 590528 | align_1: 0-1 | align_2: 1-6 |    Someone reading this probably has less than 18 months to live . ||| Einer derjenigen , die diesen Artikel lesen , hat wahrscheinlich weniger als 18 Monate zu leben . 

Newspaper Novine | w_freq: 18 - 1 | wiki_freq: 12610 - 26 | sentence_idx: 590743 | align_1: 1-1 | align_2: 2-6 |    Our Newspaper , a political , economic and public paper , was issued in Sombor from 2 April 1943 to 6 October 1944 . ||| Naše Novine ( Unsere Zeitung ) , eine politische , wirtschaftliche und gesellschaftliche Zeitung , wurde in Sombor vom 2. April 1943 bis 6. Oktober 1944 veröffentlicht . 

priorities Prioritäten | w_freq: 553 - 473 | wiki_freq: 11685 - 1144 | sentence_idx: 590858 | align_1: 7-7 | align_2: 8-11 |    Everything depends on your budget and the priorities you have set for the next few years . ||| Alles hängt von Ihrem Budget und den Prioritäten ab , die Sie für die kommenden Jahre festgelegt haben . 

11:18 11:18 | w_freq: 2 - 2 | wiki_freq: 75 - 39 | sentence_idx: 591584 | align_1: 1-0 | align_2: 2-8 |    * 11:18 [ God will ] destroy those who destroy the earth . " ||| 11:18 sogar , dass er " die verderben [ wird ] , die die Erde verderben " . 

affirm ausspricht | w_freq: 82 - 82 | wiki_freq: 3490 - 744 | sentence_idx: 591997 | align_1: 8-12 | align_2: 9-19 |    ` ` I do solemnly swear ( or affirm ) that I will not disclose , to any ||| Nein , Ich schwöre bei der Seele , die sich selbst Tadel ausspricht . " ( 75:1 - 2 ) 

realise feststellen | w_freq: 240 - 738 | wiki_freq: 7564 - 9425 | sentence_idx: 592521 | align_1: 11-13 | align_2: 12-18 |    “ It ’s sometimes depressing to talk to British MPs and realise they do not know anything about Europe . ” ||| Es sei „ manchmal wirklich deprimierend , mit britischen Abgeordneten zu sprechen und feststellen zu müssen , dass sie absolut nichts über Europa wissen . “ 

buyers Käufer | w_freq: 333 - 484 | wiki_freq: 13840 - 7839 | sentence_idx: 592874 | align_1: 5-4 | align_2: 6-11 |    “ The number of pre-registered buyers via our global new media channels reached 70,000 this year . ” ||| " Die Anzahl der Käufer , die sich bereits im Vorfeld über unsere neuen globalen Medienkanäle registrierten , belief sich dieses Jahr auf ganze 70.000. " 

appreciate freuen | w_freq: 715 - 1183 | wiki_freq: 9240 - 1321 | sentence_idx: 593006 | align_1: 1-1 | align_2: 2-5 |    We appreciate you will be packing right up until the last minute , but an almost complete inventory will be fine . ||| Wir freuen uns , dass Sie bis zur letzten Minute packen werden , aber ein fast vollständiges Inventar wird in Ordnung sein . 

BETS BETS | w_freq: 2 - 1 | wiki_freq: 5 - 2 | sentence_idx: 593058 | align_1: 6-6 | align_2: 7-10 |    The Maestro is referring to the BETS about Adam in my previous post . ||| Der Maestro bezieht sich auf die BETS ( Wetten ) über Adam in meinem vorherigen Beitrag . 

Considering Anbetracht | w_freq: 167 - 189 | wiki_freq: 5212 - 2270 | sentence_idx: 593363 | align_1: 0-1 | align_2: 1-5 |    Considering that this declaration is incompatible with the 1960 Treaty concerning the establishment of the Republic of Cyprus and the 1960 Treat of Guarantee , ||| in Anbetracht der Tatsache , dass diese Erklärung mit dem Abkommen von 1960 zur Gründung der Republik Zypern und dem Garantieabkommen von 1960 nicht vereinbar ist , 

Zones Wirtschaftszonen | w_freq: 29 - 6 | wiki_freq: 3692 - 61 | sentence_idx: 594425 | align_1: 8-6 | align_2: 9-11 |    Mauritius has one of the largest Exclusive Economic Zones in the world , in 2012 the government announced its intention to develop the Ocean Economy . ||| Mauritius hat eine der größten Exklusiven Wirtschaftszonen ( Exklusive Wirtschaftszonen ) in der Welt , 2012 gab die Regierung seine Absicht bekannt , die Ozeanwirtschaft zu entwickeln . 

Klingons Klingons | w_freq: 13 - 2 | wiki_freq: 494 - 0 | sentence_idx: 594499 | align_1: 9-8 | align_2: 10-17 |    There are more Klingons ... , There 're more Klingons ... ||| There are more Klingons ... , There're more Klingons ... ( wörtlich : Es gibt mehr Klingonen ... ) 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 597359 | align_1: 0-0 | align_2: 1-4 |    Remember that VCs exist to build companies into blue-sky markets that could turn millions of dollars into billions . ||| Denken Sie daran , dass VCs existieren , um Unternehmen in Märkte für den blauen Himmel zu verwandeln , die Millionen von Dollar in Milliarden verwandeln könnten . 

23:58 58. | w_freq: 1 - 10 | wiki_freq: 27 - 2545 | sentence_idx: 597682 | align_1: 0-0 | align_2: 1-4 |    23:58 who believe in the revelations of their Lord ; ||| 58. Und jene , die an die Zeichen ihres Herrn glauben , 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 598139 | align_1: 0-0 | align_2: 1-4 |    Remember that many authors fail at many drafts before they find an actual idea that 's good enough to stick with . ||| Denken Sie daran , dass viele Autoren bei vielen Entwürfen versagen , bevor sie eine tatsächliche Idee finden , die gut genug ist , um dabei zu bleiben . 

