Internas Internas | w_freq: 1 - 1 | wiki_freq: 90 - 5 | sentence_idx: 224 | align_1: 13-14 | align_2: 14-19 |    Secondly , we have greatly improved controls , and the Servicio de Rentas Internas has also improved a lot in terms of human resources . ||| Deuxièmement , nous avons beaucoup amélioré les contrôles , et le Servicio de Rentas Internas ( SRI ) s’ est aussi beaucoup amélioré en termes de ressources humaines . 

DELHI DELHI | w_freq: 2 - 3 | wiki_freq: 74 - 1 | sentence_idx: 438716 | align_1: 1-1 | align_2: 2-5 |    NEW DELHI – In a few days Lili will celebrate her first birthday with her two “ fathers ” in Australia . ||| NEW DELHI ( AFP ) - Lili fêtera dans quelques jours son premier anniversaire avec ses deux " pères " en Australie . 

forget oubliez | w_freq: 1939 - 759 | wiki_freq: 12667 - 280 | sentence_idx: 439368 | align_1: 5-3 | align_2: 6-7 |    Of course , do n't forget the greenest ( and most beautiful ) gift is immaterial ... ♥ ||| Évidemment , n' oubliez - pas que le cadeau le plus écolo ( et le plus beau ) est immatériel … ♥ 

steadfastness persévérance | w_freq: 8 - 107 | wiki_freq: 366 - 1116 | sentence_idx: 440163 | align_1: 35-38 | align_2: 36-42 |    I will not talk about the situation seven years ago ( beginning of the war in Syria ) , but from where we are after those seven years , that also are seven years of steadfastness , strength , endurance , sacrifice and bloodshed ( for our cause ) . ||| Je ne vais pas parler de la situation il y a sept ans ( début de la guerre en Syrie ) , mais de là où nous en sommes après ces sept années , également sept années de persévérance ( victorieuse ) , de résistance , d’ endurance , de sacrifices et de sang versé ( pour notre cause ) . 

steadfastness persévérance | w_freq: 8 - 107 | wiki_freq: 366 - 1116 | sentence_idx: 440164 | align_1: 35-38 | align_2: 36-42 |    I will not talk about the situation seven years ago ( beginning of the war in Syria ) , but from where we are after those seven years , that also are seven years of steadfastness , strength , endurance , sacrifice and bloodshed ( for our cause ) . ||| Je ne vais pas parler de la situation il y a sept ans ( début de la guerre en Syrie ) , mais de là où nous en sommes après ces sept années , également sept années de persévérance ( victorieuse ) , de résistance , d' endurance , de sacrifices et de sang versé ( pour notre cause ) . 

erasing effaçant | w_freq: 14 - 4 | wiki_freq: 1567 - 757 | sentence_idx: 440263 | align_1: 18-16 | align_2: 19-20 |    From then on , a series of so-called « provisional » regulations were promulgated in May 1882 , erasing all the progress recorded since 1855 . ||| Dès lors une série de règlements dits « provisoires » sont promulgués en mai 1882 , effaçant d’ un trait tous les progrès enregistrés depuis 1855 . 

invite invitera | w_freq: 681 - 10 | wiki_freq: 10830 - 213 | sentence_idx: 441552 | align_1: 15-17 | align_2: 16-21 |    This article only provides a general account of why simply printing more money will only invite instability and really absurd consequences . ||| Cet article fournit uniquement un aperçu général des raisons pour lesquelles imprimer simplement plus d’ argent n’ invitera que de l’ instabilité et des conséquences vraiment absurdes . 

Youtube Youtube | w_freq: 41 - 54 | wiki_freq: 1298 - 1901 | sentence_idx: 442314 | align_1: 1-1 | align_2: 2-6 |    On Youtube sanctions are quite logical and one that sent a video taken elsewhere is not paid : ||| Sur Youtube en effet , les sanctions sont assez logiques et celui qui a envoyé une vidéo prise ailleurs n' est pas rémunéré : 

yourself vos | w_freq: 3645 - 14182 | wiki_freq: 9426 - 4254 | sentence_idx: 443143 | align_1: 12-13 | align_2: 13-17 |    To sum up , your project must generate enough income to support yourself and your family , and create local jobs ( American citizens ) . ||| Pour résumer , votre projet doit générer des revenus suffisants pour subvenir à vos besoins ( vous et votre famille ) , et créer des emplois locaux ( citoyens Américains ) . 

Ascending Ascending | w_freq: 5 - 1 | wiki_freq: 715 - 29 | sentence_idx: 444421 | align_1: 29-32 | align_2: 30-37 |    For those of you who are supported by the use of catalytic sound ( like me ) , I suggest listening to the same five-minute audio file from Worlds Ascending that I chose for the First Phase of the Meditation . ||| Pour ceux d’ entre vous qui sont aidés par l’ emploi de sons catalytiques ( comme moi ) , je suggère d’ écouter le même fichier audio de cinq minutes du Worlds Ascending ( Mondes Ascendants ) que j’ ai choisi pour la Première Phase de la Méditation . 

Indicators Indicators | w_freq: 22 - 1 | wiki_freq: 1221 - 18 | sentence_idx: 444561 | align_1: 12-15 | align_2: 13-23 |    The World Bank in turn directed Africa Check to its World Development Indicators , a public database of 217 economies – 189 member countries and 28 “ other ” economies . ||| À son tour , la Banque mondiale a redirigé Africa Check vers ses World Development Indicators ( indicateurs de développement du monde ) , une base de données publique de 217 économies – 189 pays membres et 28 « autres » économies . 

minimised réduites | w_freq: 8 - 128 | wiki_freq: 793 - 5183 | sentence_idx: 444618 | align_1: 7-8 | align_2: 8-12 |    Finally , distortions of competition must be minimised even in the case of aid to undertakings in assisted areas . ||| Enfin , les distorsions de concurrence doivent être réduites au minimum , même dans le cas d’ aides aux entreprises situées dans des régions assistées . 

E-60 E-60 | w_freq: 16 - 14 | wiki_freq: 3 - 3 | sentence_idx: 445808 | align_1: 0-0 | align_2: 1-6 |    E-60 God was working out a plan then , and he had to work in it . ||| E-60 À ce moment -là , Dieu était en train d’ élaborer un plan , et il fallait qu’ il y participe . 

Shipyards navals | w_freq: 3 - 17 | wiki_freq: 1993 - 5003 | sentence_idx: 445972 | align_1: 1-2 | align_2: 2-7 |    Admiralty Shipyards said it was also in the process of constructing the third and fourth ( ninth and tenth overall ) submarines in the class . ||| Les chantiers navals de l’ Amirauté ont déclaré qu’ ils étaient également en train de construire les troisième et quatrième sous-marins ( neuvième et dixième au total ) de la classe . 

bourgeoisie bourgeoisie | w_freq: 185 - 191 | wiki_freq: 4386 - 10093 | sentence_idx: 446025 | align_1: 2-1 | align_2: 3-6 |    The Canadian bourgeoisie failed to eliminate them , despite its policy of genocide . ||| La bourgeoisie canadienne n’ a pas réussi à les écraser , malgré sa politique de génocide . 

Argument Argument | w_freq: 14 - 12 | wiki_freq: 1657 - 2053 | sentence_idx: 447371 | align_1: 14-14 | align_2: 15-20 |    [ 11 ] Cited in Linville , M. D. ( 2009 ) The Moral Argument . ||| [ 4 ] Cité dans Linville , M. D. ( 2009 ) The Moral Argument ( L’ argument moral ) . 

clarify clarifier | w_freq: 322 - 243 | wiki_freq: 6952 - 1276 | sentence_idx: 447621 | align_1: 1-1 | align_2: 2-5 |    To clarify it is sufficient to look at the actions of the Russian Federation and the United States and NATO over the last 20 years . ||| Pour clarifier les choses , il suffit d’ examiner les actions de la Fédération de Russie , des États-Unis et de l’ OTAN au cours des 20 dernières années . 

Volvo Volvo | w_freq: 100 - 105 | wiki_freq: 9993 - 2245 | sentence_idx: 448244 | align_1: 4-4 | align_2: 5-9 |    “ Do n’t forget Volvo more than 20 years ago . ||| « N’ oublions pas Volvo , il y a plus de 20 ans . 

grama gramme | w_freq: 1 - 27 | wiki_freq: 520 - 728 | sentence_idx: 450650 | align_1: 9-15 | align_2: 10-20 |    This process generated products with 520 billion microorganisms / grama spectacular result . ||| Ce processus donnait lieu à des produits avec 520 billions de micro - organismes / gramme , avec des résultats spectaculaires . 

Ozer Ozer | w_freq: 1 - 1 | wiki_freq: 170 - 55 | sentence_idx: 450665 | align_1: 0-0 | align_2: 1-4 |    Ozer praised the companies ' action but said they should have stopped such use of data earlier . ||| Ozer a fait l’ éloge de l’ action des entreprises , mais a déclaré qu’ ils auraient dû arrêter un tel usage des données plus tôt . 

schism schisme | w_freq: 36 - 38 | wiki_freq: 5046 - 2251 | sentence_idx: 450990 | align_1: 14-16 | align_2: 15-22 |    " Kids in school have their friends , and do you expect this platform schism to divide them into two separate groups that ca n't play together ? ||| Comme les enfants à l’ école ont leurs amis , et vous attendez -vous à ce schisme de la plate - forme pour les diviser en deux groupes distincts qui ne peuvent pas jouer ensemble ? 

suspend suspendre | w_freq: 103 - 101 | wiki_freq: 8174 - 3228 | sentence_idx: 451620 | align_1: 9-10 | align_2: 10-15 |    We encourage governments to fully exercise their right to suspend patent protection , when it threatens access to medicines . ||| Nous encourageons les gouvernements à exercer pleinement leur droit de suspendre la protection d’ un brevet , lorsqu’ il menace l’ accès aux médicaments . 

orangutans orangs | w_freq: 4 - 5 | wiki_freq: 1248 - 284 | sentence_idx: 453681 | align_1: 7-7 | align_2: 8-11 |    Here they carry a group of young orangutans one or two years old . , to play in the forest . ||| Ici ils emportent un groupe de jeunes orangs - outangs d’ un ou deux ans , pour jouer dans la forêt . 

Kool-Aid Aid | w_freq: 6 - 30 | wiki_freq: 388 - 1011 | sentence_idx: 455192 | align_1: 12-15 | align_2: 13-23 |    We got thirsty again , and are drinking the same damn ten-year-old Kool-Aid without so much as asking for ice . ||| Nous avons encore soif , et buvons encore de ce même fichu de Kool - Aid qu’ il y a dix ans , sans même demander de glace . 

laughter rire | w_freq: 156 - 473 | wiki_freq: 5512 - 5805 | sentence_idx: 455278 | align_1: 27-27 | align_2: 28-32 |    He used to write letters ( never meant to be sent ) in my wife Libby ’s singular voice that made the three of us collapse with laughter . ||| Il écrivait des lettres ( jamais destinées à être envoyées ) avec la voix singulière de ma femme Libby , ce qui nous faisait nous écrouler de rire , tous les trois . 

backpack sac | w_freq: 15 - 226 | wiki_freq: 2240 - 10617 | sentence_idx: 455689 | align_1: 4-5 | align_2: 5-10 |    What also distinguishes the backpack are its hidden compartments . ||| Ce qui distingue aussi le sac à dos , ce sont ses compartiments cachés . 

Remember Vous | w_freq: 906 - 20026 | wiki_freq: 9753 - 6197 | sentence_idx: 455998 | align_1: 0-0 | align_2: 1-4 |    Remember I said that there are three interdimensional areas I wish to speak of ? ||| Vous souvenez -vous que j’ ai dit qu’ il y a trois zones inter-dimensionnelles , dont je souhaite vous parler ? 

Allah Allah | w_freq: 659 - 741 | wiki_freq: 12189 - 3093 | sentence_idx: 458182 | align_1: 0-0 | align_2: 1-6 |    Allah says , “ Wealth and children are the adornment of the life of this world . ||| Allah , le Très Haut , dit : » Les biens et les enfants sont l’ ornement de la vie de ce monde . 

Allah Allah | w_freq: 659 - 741 | wiki_freq: 12189 - 3093 | sentence_idx: 459108 | align_1: 12-27 | align_2: 13-36 |    “ Whosoever is not thankful to people , are not thankful to Allah ” . ||| ce qui signifie : " Celui qui ne remercie pas les gens [ - pour le bien qu' ils lui font - ] n' aura pas remercié Allah [ - d' un remerciement complet - ] " . 

lest Maintenant | w_freq: 22 - 3623 | wiki_freq: 2682 - 2947 | sentence_idx: 460014 | align_1: 2-0 | align_2: 3-6 |    And now lest he put out his hand and take also of the tree of life , and eat and live forever . " ||| Maintenant il ne faut pas qu’ il avance sa main , qu’ il prenne aussi de l’ arbre de vie , qu’ il en mange et vive éternellement . ’ 

strategists stratèges | w_freq: 20 - 20 | wiki_freq: 1108 - 795 | sentence_idx: 460774 | align_1: 9-8 | align_2: 10-12 |    The good news is that none of these armchair strategists sit in the Kremlin and that the Russians have stuck to their strategy over the past years , one day at a time , even when criticized by those who want quick and “ easy ” solutions . ||| La bonne nouvelle est qu’ aucun de ces stratèges en chambre n’ est au Kremlin et que les Russes s’ en sont tenus à leur stratégie ces dernières années , un jour après l’ autre , même lorsqu’ ils étaient critiqués par ceux qui veulent des solutions rapides et « faciles » . 

renounce renonce | w_freq: 92 - 40 | wiki_freq: 4487 - 10939 | sentence_idx: 460819 | align_1: 6-4 | align_2: 7-9 |    Audience : Does the Bodhisattva also renounce Kether , can the Absolute be renounced , is there a limit to renunciation ? ||| Public : Le Bodhisattva renonce -t -il également à Kether , l’ Absolu peut -il être renoncé , y a -t -il une limite au renoncement ? 

Marcario Marcario | w_freq: 1 - 1 | wiki_freq: 28 - 3 | sentence_idx: 461540 | align_1: 1-1 | align_2: 2-6 |    But Marcario disagrees , insisting that the president does not hold the power to make this type of decision ( even though he actually does ) . ||| Mais Marcario n’ est pas d’ accord , insistant sur le fait que le président n’ a pas le pouvoir de prendre ce type de décision ( même s’ il le fait réellement ) . 

fishermen pêcheurs | w_freq: 121 - 174 | wiki_freq: 14916 - 10334 | sentence_idx: 461621 | align_1: 6-9 | align_2: 7-15 |    He told SNA that while registered fishermen benefit from concessions on fuel , they are now paying five times more than 15 years ago . ||| Il a dit au SNA , que quoique les pêcheurs , qui sont enregistrés , bénéficient de concessions sur le carburant , ils paient maintenant cinq fois plus qu’ il y a 15 ans . 

resolutions résolutions | w_freq: 325 - 355 | wiki_freq: 12716 - 2882 | sentence_idx: 461654 | align_1: 24-23 | align_2: 25-31 |    This debate also sheds light on how China defines its interests in the Middle East and why Beijing is hesitant to support UN Council resolutions on issues such as Syria . ||| Ce débat éclaire également la façon dont la Chine définit ses intérêts au Moyen Orient , et pourquoi Pékin hésite à soutenir les résolutions du Conseil de Sécurité de l’ ONU sur des problèmes tels que la question syrienne . 

tuna thon | w_freq: 33 - 38 | wiki_freq: 4699 - 1277 | sentence_idx: 461736 | align_1: 4-5 | align_2: 5-10 |    Everything that Atlantic bigeye tuna ( Thunnus obesus ) do , they do with speed . ||| Tout ce que fait le thon obèse de l’ Atlantique ( Thunnus obesus ) , il le fait avec rapidité . 

CCTV CCTV | w_freq: 16 - 16 | wiki_freq: 5257 - 290 | sentence_idx: 462263 | align_1: 12-15 | align_2: 13-20 |    Crime increased in seven areas but this could not be attributed to CCTV . ||| Le crime a augmenté dans sept secteurs mais ceci ne pourrait pas être attribué à CCTV ( VS ndt ) . 

brave courageux | w_freq: 227 - 245 | wiki_freq: 10063 - 2290 | sentence_idx: 462309 | align_1: 4-4 | align_2: 5-11 |    If they are that brave first enter Afrin then talk about Manbij . ||| S’ ils sont si courageux que cela , qu’ ils entrent premièrement à Afrin , ensuite ils pourront parler de Manbij . 

Reduce Réduire | w_freq: 53 - 47 | wiki_freq: 514 - 157 | sentence_idx: 464915 | align_1: 0-0 | align_2: 1-5 |    Reduce overall waste and nonrecyclable waste per produced truck ( following ISO 14001 ) ||| Réduire l’ ensemble des déchets généraux et des déchets non recyclables par camion produit ( selon la norme ISO 14001 ) 

Plane Plane | w_freq: 27 - 11 | wiki_freq: 4331 - 615 | sentence_idx: 465225 | align_1: 13-12 | align_2: 14-24 |    Those witnesses are featured in our presentation " Flight 77 " The White Plane . ||| Ces témoins interviennent dans notre présentation " Flight 77 " The White Plane [ NdT : " Le Vol 77 " , l’ avion blanc]. 

SMEs PME | w_freq: 226 - 279 | wiki_freq: 1715 - 3071 | sentence_idx: 465454 | align_1: 2-2 | align_2: 3-6 |    How many SMEs received the financing they requested ? ||| Combien de PME ont - elles reçu le financement qu' elles avaient demandé ? 

reintegrated réintégrés | w_freq: 14 - 11 | wiki_freq: 775 - 359 | sentence_idx: 466136 | align_1: 9-8 | align_2: 10-13 |    Of these , 103 were given training and socio-economically reintegrated . ||| Parmi eux , 103 ont été formés et réintégrés sur le plan socio-économique . 

E-209 E-209 | w_freq: 6 - 4 | wiki_freq: 0 - 0 | sentence_idx: 467034 | align_1: 0-0 | align_2: 1-5 |    E-209 Are you conscious that this is your opportunity ? ||| E-209 ( 88 ) Etes -vous conscients que ceci est votre occasion ? 

Anyways Quoi | w_freq: 8 - 512 | wiki_freq: 86 - 4268 | sentence_idx: 468168 | align_1: 0-0 | align_2: 1-5 |    Anyways , as we are talking about good games like PUBG Mobile here , not everybody seems to play it smoothly on mobile . ||| Quoi qu’ il en soit , comme nous parlons ici de bons jeux comme PUBG Mobile , tout le monde ne semble pas le jouer en douceur sur mobile . 

grateful reconnaissante | w_freq: 661 - 126 | wiki_freq: 6250 - 322 | sentence_idx: 468596 | align_1: 15-15 | align_2: 16-20 |    Excited to share some good grooves with the lolë family this summer , she feels grateful to facilitate this experience . ||| Excitée de partager de bons grooves avec la famille Lolë cet été , elle est reconnaissante d’ avoir la chance de faciliter cette expérience . 

similarthere semblable | w_freq: 1 - 488 | wiki_freq: 0 - 14672 | sentence_idx: 468925 | align_1: 12-9 | align_2: 13-14 |    At the start of the third millennium , the situation is still similarthere is no longer a place for Christ in the culture of the day . ||| Au début du troisième millénaire , la situation reste semblable : il n' y a plus de place pour le Christ dans la culture d' aujourd'hui . 

reformulate réforment | w_freq: 10 - 3 | wiki_freq: 276 - 68 | sentence_idx: 470011 | align_1: 4-3 | align_2: 5-8 |    Our core values radically reformulate the existing principles of all artistic competitions . ||| Nos valeurs fondamentales réforment d’ une façon radicale les principes existants de toutes les compétitions artistiques . 

liberated libérée | w_freq: 177 - 146 | wiki_freq: 12553 - 6617 | sentence_idx: 470414 | align_1: 20-29 | align_2: 21-36 |    This is about 60 times larger than the entire electricity generated by our species worldwide![2 ] This energy must be liberated somehow ! ||| Ceci est à peu près 60 fois plus que l’ entièreté de l’ électricité produite par nos équipements dans le monde ! [ 2 ] Cette énergie doit être libérée d’ une manière ou d’ une autre . 

Taquisara Touareg | w_freq: 1 - 3 | wiki_freq: 0 - 357 | sentence_idx: 471157 | align_1: 5-6 | align_2: 6-11 |    " Certainly , " answered Taquisara . ||| « Affirmatif » , répond « Touareg » , le messager . 

co-financing cofinancement | w_freq: 25 - 25 | wiki_freq: 248 - 111 | sentence_idx: 472153 | align_1: 9-11 | align_2: 10-16 |    Three new railway projects were also agreed with EU co-financing of around 100 million euros in addition to financing from the international financial institutions and the national budgets of the Western Balkan States . ||| Trois nouveaux projets ferroviaires ont aussi été décidés , avec un cofinancement de l’ Union européenne d’ environ 100 millions d’ euros s’ ajoutant au financement provenant des institutions financières internationales et des budgets nationaux des États de l’ Ouest des Balkans . 

Ask Demandez | w_freq: 560 - 415 | wiki_freq: 5060 - 67 | sentence_idx: 472323 | align_1: 0-0 | align_2: 1-4 |    Ask your hearts � do you feel Truth within your Being of what we express to you ? ||| Demandez - le à votre cœur ... ressentez -vous la Vérité dans votre être de ce que nous vous exprimons ? 

Reality Reality | w_freq: 144 - 18 | wiki_freq: 10400 - 844 | sentence_idx: 472925 | align_1: 4-3 | align_2: 5-8 |    However , did Terminal Reality capture the essence of what made the cinematographic series successful in transposing it to video games ? ||| Néanmoins , Terminal Reality a -t -il su capter l' essence de ce qui a fait le succès de la série cinématographique pour le transposer en jeu vidéo ? 

Usually Généralement | w_freq: 373 - 176 | wiki_freq: 14824 - 4176 | sentence_idx: 473176 | align_1: 0-0 | align_2: 1-6 |    Usually between 15 and 20 people will say yes , I ’m interested . ||| Généralement , il y a peut-être entre 15 et 20 personnes qui disent oui , ça m’ intéresse . 

Migration migrations | w_freq: 107 - 189 | wiki_freq: 9557 - 4646 | sentence_idx: 473360 | align_1: 16-15 | align_2: 17-21 |    ( a ) took note of the final report of the Tripartite Technical Meeting on Labour Migration and authorized the Director-General to publish it , as well as the conclusions of the Meeting ; ||| a ) a pris note du rapport final de la Réunion technique tripartite sur les migrations de main - d’ œuvre et autorisé le Directeur général à le publier , de même que les conclusions de la réunion ; 

Palestinians Palestiniens | w_freq: 1270 - 1309 | wiki_freq: 12372 - 2644 | sentence_idx: 473884 | align_1: 5-5 | align_2: 6-9 |    He should have told the Palestinians clearly and unequivocally that their 21-month campaign of violence against Israel is unacceptable and must conclude before any discussion of rewards can be started . ||| Il aurait dû dire aux Palestiniens , de façon claire et sans équivoque , que leurs 21 mois de violence contre Israël était inacceptable et devait se terminer avant que toute discussion sur la récompense puisse commencer . 

brains cerveaux | w_freq: 183 - 126 | wiki_freq: 6583 - 901 | sentence_idx: 474357 | align_1: 9-7 | align_2: 10-12 |    Their nervous systems are spent and they need their brains rebalanced . '' ||| Leurs systèmes nerveux sont usés et leurs cerveaux ont besoin d’ être rééquilibrés . » 

Tigre Tigre | w_freq: 8 - 44 | wiki_freq: 2839 - 4065 | sentence_idx: 474829 | align_1: 7-10 | align_2: 8-14 |    Though there was an obvious hostility , Tigre simply ignored it . ||| Bien qu’ il y ait eu une hostilité évidente , Tigre l’ avait tout simplement ignorée . 

gadgets gadgets | w_freq: 76 - 88 | wiki_freq: 2439 - 810 | sentence_idx: 475997 | align_1: 20-19 | align_2: 21-24 |    This is the part of the aircraft that he constantly wants to improve and renovate because of all the fun gadgets . ||| C’ est la partie de l’ avion qu’ il veut constamment améliorer et rénover en raison de tous les gadgets amusants qu’ elle comporte . 

Remember Souviens | w_freq: 906 - 22 | wiki_freq: 9753 - 330 | sentence_idx: 476236 | align_1: 1-1 | align_2: 2-5 |    “ Remember My days during thy days , and My distress and banishment in this remote prison . ||| “ Souviens - toi de mes jours durant tes jours , de ma détresse et de mon bannissement en cette prison lointaine . 

intermediaries intermédiaires | w_freq: 87 - 192 | wiki_freq: 2573 - 10713 | sentence_idx: 477575 | align_1: 13-13 | align_2: 14-17 |    However , the trip could cost more taking into account the involvement of intermediaries called " facilitators " who plan it from Chile . ||| Toutefois , le voyage pourrait coûter davantage tenant compte de l’ implication des intermédiaires que l’ on appelle “ facilitateurs ” qui le planifient depuis Chili . 

freeze gel | w_freq: 87 - 106 | wiki_freq: 7695 - 5367 | sentence_idx: 477773 | align_1: 5-4 | align_2: 6-9 |    This meant that the benefits freeze had only a limited impact in its first two years . ||| Cela signifiait que le gel des avantages n’ avait eu qu’ un impact limité au cours de ses deux premières années . 

Maybe Peut | w_freq: 952 - 2054 | wiki_freq: 6736 - 3705 | sentence_idx: 477806 | align_1: 11-16 | align_2: 12-20 |    As he told a town hall meeting in Wisconsin : ‘ Maybe Nato will dissolve and that ’s OK , not the worst thing in the world ’ ” . ||| Comme il l' a dit à une réunion de la mairie dans le Wisconsin : « Peut - être l' OTAN va se dissoudre et c' est OK , pas la pire chose au monde . " 

usefully utilement | w_freq: 17 - 22 | wiki_freq: 797 - 371 | sentence_idx: 478111 | align_1: 12-12 | align_2: 13-18 |    However , the experience of the Nakba can also be approached most usefully micro-historically . ||| Toutefois , l’ expérience de la Nakba peut également être abordée très utilement d’ un point de vue micro-historique . 

Wikiversity Wikiversité | w_freq: 2 - 2 | wiki_freq: 78 - 37 | sentence_idx: 479321 | align_1: 8-7 | align_2: 9-12 |    People can always learn , but should the Wikiversity offer complete courses ? ||| On peut toujours apprendre , mais la Wikiversité se doit -elle d' offrir des cours complets ? 

Regardless Quoi | w_freq: 234 - 512 | wiki_freq: 8260 - 4268 | sentence_idx: 479929 | align_1: 0-0 | align_2: 1-5 |    Regardless , I would like to share a bit of me – beyond my stories – with you , who took the time to click on this “ about the Author ” section . ||| Quoi qu’ il en soit , j’ aimerais partager un peu de moi – au-delà de mes contes – avec vous , qui avez pris le temps de cliquer sur cette section « à propos de l’ auteur » . 

justify justifieraient | w_freq: 444 - 3 | wiki_freq: 14192 - 73 | sentence_idx: 480501 | align_1: 12-10 | align_2: 13-15 |    How could the fundamental policies that you have briefly recalled fail to justify such trust ? ||| Comment les orientations fondamentales que vous avez brièvement rappelées ne justifieraient - elles pas une telle confiance ? 

2000/78 2000/78 | w_freq: 5 - 5 | wiki_freq: 28 - 14 | sentence_idx: 481399 | align_1: 22-26 | align_2: 23-30 |    It stated that that provision does not confer more extensive protection than that already offered by Articles 2 and 5 of Directive 2000/78 . ||| Elle a affirmé que cette disposition ne conférerait pas une protection plus étendue que celle déjà offerte par les articles 2 et 5 de la directive 2000/78 ( 80 ) . 

criticize critiquer | w_freq: 163 - 204 | wiki_freq: 6702 - 2929 | sentence_idx: 482719 | align_1: 8-10 | align_2: 9-15 |    we all know public servants can not publicly criticize government policy , or ||| nous savons tous que les fonctionnaires ne peuvent pas publiquement critiquer les politiques de l’ État ; ou 

Earthquake Tremblement | w_freq: 12 - 3 | wiki_freq: 4969 - 357 | sentence_idx: 483412 | align_1: 6-6 | align_2: 7-12 |    Shroud of Turin : Could Ancient Earthquake Explain Face of Jesus ? ||| Linceul De Turin : L' Ancien Tremblement De Terre Pourrait - Il Expliquer Le Visage De Jésus ? 

Expect Attendez | w_freq: 64 - 121 | wiki_freq: 746 - 47 | sentence_idx: 483677 | align_1: 0-0 | align_2: 1-4 |    Expect a triple-lens camera this year sans lasers . ||| Attendez -vous donc à une caméra à triple objectif cette année sans laser . 

E-71 E-71 | w_freq: 17 - 17 | wiki_freq: 2 - 3 | sentence_idx: 484632 | align_1: 0-0 | align_2: 1-4 |    E-71 But , you know , one day his mother knew that she had laid an egg . ||| E-71 ( 62 ) Mais vous savez , un jour , sa mère savait qu' elle avait pondu un oeuf . 

discriminate commettent | w_freq: 57 - 98 | wiki_freq: 3743 - 972 | sentence_idx: 485062 | align_1: 15-17 | align_2: 16-25 |    It should be turned against media owners who employ disproportionate numbers of Jews and thus discriminate against non-Jewish Americans . ||| Elle doit être retournée contre les propriétaires de médias qui emploient un nombre disproportionné de juifs et commettent , de ce fait , une discrimination contre les Américains non-juifs . 

reactivate réactiver | w_freq: 15 - 19 | wiki_freq: 1020 - 483 | sentence_idx: 485390 | align_1: 10-11 | align_2: 11-16 |    In a media statement , he stressed the need to reactivate environmental companies to play a positive economic role . ||| Dans une déclaration médiatique , il a souligné la nécessité de réactiver les sociétés de l’ environnement pour qu’ elles jouent un rôle économique positif . 

weaknesses faiblesses | w_freq: 260 - 265 | wiki_freq: 7432 - 2749 | sentence_idx: 485875 | align_1: 25-30 | align_2: 26-38 |    With regard to the right to information , the Federal Ombudsman for Victims of Crime was very clear and very critical of Bill C-77 ’s weaknesses . ||| En ce qui concerne le droit à l’ information , l’ ombudsman fédérale des victimes d’ actes criminels a été très claire et très critique en ce qui concerne les faiblesses que contient le projet de loi C-77 . 

Aristotle Aristote | w_freq: 45 - 44 | wiki_freq: 13784 - 8730 | sentence_idx: 488541 | align_1: 7-7 | align_2: 8-12 |    The atoms , « discovered » by Aristotle 2500 years ago , were for him the constituents of matter . ||| Les atomes , « découverts » par Aristote , il y a 2500 ans , étaient , pour lui , les constituants de la matière . 

misery misère | w_freq: 180 - 191 | wiki_freq: 4674 - 5760 | sentence_idx: 488581 | align_1: 14-15 | align_2: 15-19 |    The control systems , such as the Banks , which have deliberately caused such misery for humanity , must go . ||| Les systèmes de contrôle tels que les Banques , qui ont provoqué délibérément une telle misère à l’ encontre de l’ Humanité , doivent fermer . 

bet Parions | w_freq: 365 - 2 | wiki_freq: 10468 - 49 | sentence_idx: 489410 | align_1: 1-0 | align_2: 2-4 |    I bet there was not a single op-ed that called this document " racist " when it was adopted in 2003 . ||| Parions qu’ il n’ y avait pas un seul éditorial qui a qualifié ce document de « raciste » quand il a été adopté en 2003 . 

Anyway Quoi | w_freq: 174 - 512 | wiki_freq: 1705 - 4268 | sentence_idx: 489600 | align_1: 0-0 | align_2: 1-5 |    Anyway - as we made jokes - that sense of smell was a proof that we were people no longer . ||| Quoi qu’ il en soit – comme nous l’ avons fait des blagues – ce sens de l’ odorat était une preuve que nous étions des gens plus . 

L-131 E-131 | w_freq: 1 - 6 | wiki_freq: 1 - 0 | sentence_idx: 489620 | align_1: 0-0 | align_2: 1-4 |    L-131 How is Sarah going to have this baby ? ||| E-131 ( 60 ) Comment Sarah va -t -elle avoir ce bébé ? 

Average Moyenne | w_freq: 46 - 13 | wiki_freq: 10842 - 1669 | sentence_idx: 489675 | align_1: 0-0 | align_2: 1-4 |    Average Healthcare Premiums Have Soared 39%-56 % Post Obamacare ||| Moyenne des serfs - Healthcare primes ont grimpé de 39 % - 56 % Post Obamacare 

ELSE PERSONNE | w_freq: 2 - 7 | wiki_freq: 163 - 7 | sentence_idx: 490705 | align_1: 2-0 | align_2: 3-5 |    NO ONE ELSE is going to free you from the debt you accumulated . ||| PERSONNE d’ autre ne vous libérera de la dette que vous avez accumulée . 

Spa Spa | w_freq: 45 - 45 | wiki_freq: 9547 - 4838 | sentence_idx: 491915 | align_1: 14-14 | align_2: 15-19 |    Q : Esteban , a lot of chat about 2019 this afternoon , so Spa last weekend was a spectacular result for you . ||| Q : Esteban , beaucoup de discussions autour de 2019 cet après-midi , alors Spa le week - end dernier a été un résultat spectaculaire pour vous . 

