Directive directive | w_freq: 748 - 961 | wiki_freq: 8800 - 10212 | sentence_idx: 2541 | align_1: 17-21 | align_2: 18-28 | entity: Article 11 of the Copyright Directive - none |    Furthermore , we highlight the possibility of the EU legislation and notably Article 11 of the Copyright Directive to draw from the previous experience of the very similar national legislation in Germany , which failed to give satisfactory results . ||| En outre , nous soulignons le risque que la législation de l’ UE , et notamment l’ article 11 de la directive sur le droit d’ auteur , puisse s’ inspirer de l’ expérience antérieure de la législation nationale très similaire en Allemagne , qui n’ a pas donné des résultats satisfaisants . 

Spira Spira | w_freq: 2 - 2 | wiki_freq: 874 - 288 | sentence_idx: 475739 | align_1: 1-1 | align_2: 2-5 | entity: Rupert Spira - Rupert Spira |    Rupert Spira – “ You are safe everywhere . ” ||| Rupert Spira ( en anglais ): " Vous êtes en sécurité partout . " 

E-102 E-102 | w_freq: 8 - 8 | wiki_freq: 21 - 7 | sentence_idx: 475903 | align_1: 0-0 | align_2: 1-4 | entity: none - E-102 |    E-102 Now the man is holding great campaigns everywhere . ||| E-102 ( 57 ) Maintenant , cet homme tient de grandes campagnes partout . 

FRA FRA | w_freq: 13 - 13 | wiki_freq: 1129 - 487 | sentence_idx: 478616 | align_1: 14-14 | align_2: 15-18 | entity: FRA 2000 - FRA |    At the global level , the study confirms the rate of deforestation reported in FRA 2000 and later , and also confirms the considerable gains of forests in many regions . ||| Au niveau mondial , l’ étude confirme le taux de déforestation rapportés dans le FRA de l’ année 2000 et plus tard , et confirme également les gains considérables en couvertures forestières dans de nombreuses régions . 

E-65 E-65 | w_freq: 14 - 14 | wiki_freq: 3 - 1 | sentence_idx: 487465 | align_1: 0-0 | align_2: 1-4 | entity: none - E-65 |    E-65 Not only that , but everything that we say is alive . ||| E-65 ( 29 ) Non seulement cela , mais chaque chose que nous disons reste vivante . 

Potential Potential | w_freq: 61 - 1 | wiki_freq: 6405 - 85 | sentence_idx: 491513 | align_1: 6-6 | align_2: 7-18 | entity: The Institute for Health and Human Potential - Institute for Health and Human Potential |    The Institute for Health and Human Potential recently released a very interesting white paper called Women Under Pressure1 . ||| L’ Institute for Health and Human Potential ( institut de la santé et du potentiel humain ) a récemment publié un livre blanc très intéressant , intitulé Women Under Pressure ( femmes sous pression)1 . 

Pressure1 Pressure | w_freq: 1 - 7 | wiki_freq: 0 - 327 | sentence_idx: 491513 | align_1: 17-29 | align_2: 18-34 | entity: Women Under Pressure1 - Women Under Pressure |    The Institute for Health and Human Potential recently released a very interesting white paper called Women Under Pressure1 . ||| L’ Institute for Health and Human Potential ( institut de la santé et du potentiel humain ) a récemment publié un livre blanc très intéressant , intitulé Women Under Pressure ( femmes sous pression)1 . 

Directive directive | w_freq: 748 - 961 | wiki_freq: 8800 - 10212 | sentence_idx: 491638 | align_1: 27-28 | align_2: 28-36 | entity: the Investor Compensation Schemes Directive - none |    Responsibility : In order to protect investors and depositors , the Commission will propose a revision of the Deposit Guarantee Schemes Directive and the Investor Compensation Schemes Directive . ||| Responsabilité : pour protéger les investisseurs et les déposants , la Commission proposera une révision de la directive relative aux systèmes de garantie des dépôts et de la directive relative aux systèmes d’ indemnisation des investisseurs . 

Juncker Juncker | w_freq: 101 - 100 | wiki_freq: 807 - 533 | sentence_idx: 491774 | align_1: 3-2 | align_2: 4-10 | entity: Jean-Claude Juncker - Jean-Claude Juncker |    Commission President Jean-Claude Juncker said : “ Our parents and grandparents founded this Union with one common vision : never again war . ||| M. Jean-Claude Juncker , président de la Commission , a déclaré à ce propos : « Nos parents et grands - parents ont fondé cette Union avec une vision commune : plus jamais de guerre . 

memorandum Exposé | w_freq: 45 - 5 | wiki_freq: 9154 - 419 | sentence_idx: 497612 | align_1: 3-3 | align_2: 4-8 | entity: none - Exposé des motifs ci |    c. the explanatory memorandum hereafter on the situation of local democracy in Iceland , presented by Ms Esther Maurer . ||| c. à l’ Exposé des motifs ci - après sur la situation de la démocratie locale en Islande , présenté par Mme Esther Maurer . 

Symposium Symposium | w_freq: 43 - 34 | wiki_freq: 6486 - 720 | sentence_idx: 501175 | align_1: 9-8 | align_2: 10-13 | entity: Third Water Symposium - Symposium sur l’ eau |    I want to inform you about our Third Water Symposium in Tamera . ||| Je tiens à vous informer de notre troisième Symposium sur l’ eau , à Tamera .. 

SASP SASP | w_freq: 1 - 1 | wiki_freq: 128 - 408 | sentence_idx: 502087 | align_1: 10-12 | align_2: 11-16 | entity: ICAO SASP - SASP |    “ There was a lot of collaboration outside of ICAO SASP . ||| « Il y a eu beaucoup de collaboration à l’ extérieur du SASP de l’ OACI . 

8501 8501 | w_freq: 2 - 2 | wiki_freq: 103 - 21 | sentence_idx: 502615 | align_1: 17-19 | align_2: 18-24 | entity: AirAsia Flight 8501 - none |    It was not “ good luck ” that some individuals who intended to be on AirAsia Flight 8501 were not : Their time was not up . ||| Ce n' était pas « par chance » que certaines personnes qui avaient l' intention de prendre le vol 8501 d’ AirAsia n' y étaient pas : leur temps n' était pas venu . 

Earthquake tremblement | w_freq: 12 - 216 | wiki_freq: 4969 - 6529 | sentence_idx: 506377 | align_1: 26-27 | align_2: 27-33 | entity: a California Earthquake - none |    COBRA – Actually , they know many things that the general population does not know , but I would say that this fear of a California Earthquake is exaggerated . ||| COBRA - En fait , ils savent beaucoup de choses que la population en général ne connaît pas , mais je dirais que cette crainte d' un tremblement de terre en Californie , est exagérée . 

Kerviel Kerviel | w_freq: 3 - 3 | wiki_freq: 129 - 223 | sentence_idx: 509294 | align_1: 2-3 | align_2: 3-7 | entity: Kerviel - Kerviel |    Note that Kerviel was caught for its position of 50 billion , but because of an operation whose objective was to hide its 2007 profit . ||| A noter que Kerviel n’ a pas été attrapé pour sa position de 50 milliards , mais à cause d’ une opération dont l’ objectif était de cacher son profit 2007 . 

Marcia Marcia | w_freq: 10 - 7 | wiki_freq: 5682 - 1180 | sentence_idx: 510856 | align_1: 0-0 | align_2: 1-4 | entity: Marcia - Marcia |    Marcia describes racism as “ a negative thing , because it can hurt people ’s feelings . ” ||| Marcia , elle , décrit le racisme comme « une chose négative , car il peut blesser les sentiments des gens » . 

Oswald Oswald | w_freq: 22 - 23 | wiki_freq: 14250 - 4177 | sentence_idx: 516717 | align_1: 8-7 | align_2: 9-11 | entity: Oswald - Oswald |    E-90 You do n’t want to get like Oswald . ||| E-90 Vous ne voulez pas devenir comme Oswald , voyez -vous . 

Shiatsu Shiatsu | w_freq: 12 - 11 | wiki_freq: 107 - 34 | sentence_idx: 517000 | align_1: 0-1 | align_2: 1-5 | entity: Shiatsu - Shiatsu |    Shiatsu alone can not do much if we do not have the help of a healthy environment . ||| Le Shiatsu , à lui seul , ne peut pas faire grand chose , si nous n’ avons pas l’ aide d’ un environnement sain . 

al-Bayt Bayt | w_freq: 2 - 3 | wiki_freq: 471 - 218 | sentence_idx: 519216 | align_1: 6-9 | align_2: 7-13 | entity: Ahl al-Bayt " - Ahl al - Bayt |    What is meant by " Ahl al-Bayt " in the Quran and hadiths . ||| Ce qu’ on entend par " Ahl al - Bayt ( a ) " dans le Coran et les hadiths . 

Carlsen Carlsen | w_freq: 4 - 5 | wiki_freq: 2640 - 857 | sentence_idx: 519842 | align_1: 6-8 | align_2: 7-12 | entity: Carlsen - Carlsen |    Carlsen-Caruana , Game 7 ; maybe Carlsen wanted this position ? ||| Carlsen - Caruana , Partie 7 ; peut-être Carlsen a -t -il voulu jouer cette position ? 

Meat Meat | w_freq: 39 - 14 | wiki_freq: 8133 - 623 | sentence_idx: 521256 | align_1: 11-14 | align_2: 12-20 | entity: Easy Meat - Easy Meat |    Mr. McLoughlin covers this quite extensively in chapter 7 of Easy Meat . ||| Mr McLoughlin couvre la question assez en détail au chapitre 7 de « Easy Meat » ( Proie Facile ) . 

5784 5784 | w_freq: 1 - 1 | wiki_freq: 11 - 18 | sentence_idx: 523906 | align_1: 16-19 | align_2: 17-24 | entity: Senate Bill 5784 - none |    I strongly urge ( Senator / Representative ) to reject the current version of Senate Bill 5784 as inadequate , and support amendments to make it stronger . ||| J’ exhorte vivement ( sénateur / représentant ) à rejeter la version actuelle du projet de loi n ° 5784 du Sénat , la jugeant insuffisante , et à appuyer les amendements pour le renforcer . 

Fathers pères | w_freq: 103 - 265 | wiki_freq: 10331 - 7435 | sentence_idx: 526382 | align_1: 8-8 | align_2: 9-13 | entity: the Church Fathers - none |    At the same time some of the Church Fathers expressed the idea that God was always Creator , though the created universe began in time . ||| En même temps , certains d' entre les pères de l’ église ont exprimé l’ idée que Dieu est toujours créateur , même si l’ univers créé a commencé dans le temps . 

Bloodbath Bloodbath | w_freq: 1 - 1 | wiki_freq: 475 - 42 | sentence_idx: 535022 | align_1: 0-0 | align_2: 1-4 | entity: none - Bloodbath |    Bloodbath for me was never a serious project , it was just something I did for fun . ||| Bloodbath n' a , pour moi , jamais été un projet sérieux ; c' est juste quelque chose que j' ai fait pour m' amuser . 

Shuttle navette | w_freq: 14 - 48 | wiki_freq: 12743 - 7360 | sentence_idx: 537849 | align_1: 5-4 | align_2: 6-8 | entity: the Space Shuttle - none |    The commander of the Space Shuttle that circled the earth in 2005 remarked that “ the center of Africa was burning ” . ||| La commandante de la navette de l’ espace qui tournait autour de la terre en 2005 a remarqué que « le centre de l’ Afrique brûlait » . 

Transcarpathia Transcarpathie | w_freq: 2 - 2 | wiki_freq: 316 - 44 | sentence_idx: 540195 | align_1: 7-7 | align_2: 8-12 | entity: Transcarpathia - Église en Transcarpathie |    We know that in the Church in Transcarpathia they are reported to speak in tongues . ||| Nous savons que dans l' Église en Transcarpathie , on rapporte qu’ ils parlent en langues . 

Instruments Instruments | w_freq: 34 - 24 | wiki_freq: 9027 - 1953 | sentence_idx: 540490 | align_1: 14-12 | align_2: 15-17 | entity: the Group on Interest Rate Instruments - Groupe sur les Instruments de Taux d’ intérêt |    Retain and strengthen the historical “ franchises ” of the Group on Interest Rate Instruments . ||| Conserver et renforcer les « franchises » historiques du Groupe sur les Instruments de Taux d’ intérêt . 

Instruments Instruments | w_freq: 34 - 24 | wiki_freq: 9027 - 1953 | sentence_idx: 540491 | align_1: 14-12 | align_2: 15-17 | entity: the Group on Interest Rate Instruments - Groupe sur les Instruments de Taux d’ intérêt |    Retain and strengthen the historical “ franchises ” of the Group on Interest Rate Instruments . ||| Conserver et renforcer les ” franchises ” historiques du Groupe sur les Instruments de Taux d’ intérêt . 

Shaktis shaktis | w_freq: 2 - 1 | wiki_freq: 23 - 0 | sentence_idx: 546200 | align_1: 15-19 | align_2: 16-24 | entity: Shaktis - none |    You have to experience this yourself and see if you have achieved it , the Shaktis are awakened fully or not . ||| Vous devez faire l' expérience par vous - même et voir si vous l' avez atteint , si les shaktis , les pouvoirs , sont entièrement éveillés ou pas . 

Tabernacle Tabernacle | w_freq: 43 - 35 | wiki_freq: 3870 - 370 | sentence_idx: 553123 | align_1: 12-15 | align_2: 13-21 | entity: none - Tabernacle |    So I thought we can suffer one more day anyhow in the Tabernacle . ||| Ainsi , je pensais que nous pouvons encore supporter un jour de plus , au Tabernacle , de toutes les façons . 

Tabernacle Tabernacle | w_freq: 43 - 35 | wiki_freq: 3870 - 370 | sentence_idx: 553124 | align_1: 12-15 | align_2: 13-21 | entity: none - Tabernacle |    So I thought we can suffer one more day anyhow in the Tabernacle . ||| Ainsi , je pensais que nous pouvons encore supporter un jour de plus , au Tabernacle , de toutes les façons . 

E-66 E-66 | w_freq: 17 - 15 | wiki_freq: 7 - 6 | sentence_idx: 559196 | align_1: 0-0 | align_2: 1-5 | entity: none - E-66 |    E-66 Not long ago I was holding a meeting ... ||| E-66 Il n’ y a pas longtemps , je tenais une réunion ... 

Karangizi Karangizi | w_freq: 2 - 2 | wiki_freq: 0 - 0 | sentence_idx: 559577 | align_1: 4-4 | align_2: 5-8 | entity: Karangizi - Karangizi |    In his presentation , Karangizi observed that “ Africa ’s possible development is significant , and its potentials are huge . ||| Dans sa présentation , Karangizi , a fait observer que « le développement possible de l’ Afrique est significatif , et ses potentiels sont énormes . 

Questioning Remise | w_freq: 9 - 4 | wiki_freq: 416 - 655 | sentence_idx: 560023 | align_1: 3-5 | align_2: 4-9 | entity: none - Remise |    Beyond Stanford : Questioning a role-based explanation of tyranny . ||| Au delà de Stanford : Remise en cause d’ une explication rôle - basée de tyrannie . 

Please est:"S' | w_freq: 1184 - 2 | wiki_freq: 10571 - 0 | sentence_idx: 561681 | align_1: 7-4 | align_2: 8-9 | entity: Please Call Me By My True Names - none |    The title of the poem is “ Please Call Me By My True Names , ” because I have so many names . ||| Le titre du poème est:"S' il vous plaît , appelez -moi par mes vrais noms " , parce que j' ai tellement de noms . 

Jimo Jimo | w_freq: 1 - 1 | wiki_freq: 104 - 7 | sentence_idx: 562590 | align_1: 6-6 | align_2: 7-10 | entity: Jimo - Jimo |    “ In these 10 years , Jimo suffered no less serious and no fewer natural disasters than in previous decades . ||| « Pendant ces dix ans , Jimo n’ a pas subi moins de désastres naturels et de non moins sérieux qu’ au cours des décennies précédentes . 

Prophet Muhammad | w_freq: 229 - 122 | wiki_freq: 9638 - 6325 | sentence_idx: 563050 | align_1: 9-9 | align_2: 10-13 | entity: Prophet - Prophète Muhammad |    Abu Lahab was one of the uncles of the Prophet . ||| Abu - Lahab était un des oncles du Prophète Muhammad ( saws ) . 

Jehovah SEIGNEUR | w_freq: 135 - 44 | wiki_freq: 5053 - 29 | sentence_idx: 563781 | align_1: 2-3 | align_2: 3-8 | entity: none - SEIGNEUR |    I am Jehovah your God , who has separated you from the nations . " ||| Je suis le SEIGNEUR ( YHWH ) , votre Dieu , c’ est moi qui vous ai séparés des peuples . » 

Gambian gambiennes | w_freq: 5 - 3 | wiki_freq: 2141 - 34 | sentence_idx: 563782 | align_1: 19-25 | align_2: 20-31 | entity: Gambian - none |    However the experts we showed our dossier of photos to said the police should have questioned them according to Gambian child protection laws . ||| Cependant , les experts à qui nous avons montré notre dossier de photos ont déclaré que la police aurait dû les interroger conformément aux lois gambiennes sur la protection de l’ enfance . 

Natan Natan | w_freq: 5 - 6 | wiki_freq: 861 - 323 | sentence_idx: 564031 | align_1: 3-5 | align_2: 4-10 | entity: Natan - Natan |    This encounter with Natan also opened up new opportunities for us in the Middle East – in Dubai , for example . ||| Cette rencontre avec la maison Natan nous a , en outre , ouvert de nouvelles opportunités au Moyen-Orient , à Dubaï par exemple . 

Roadmap Feuille | w_freq: 30 - 19 | wiki_freq: 882 - 1136 | sentence_idx: 565211 | align_1: 16-19 | align_2: 17-23 | entity: none - Feuille de route |    Evaluation question 7 : Are there any programs / initiatives that are not part of the Roadmap but should be ? ||| Question d’ évaluation 7 : Existe -t -il des programmes / initiatives qui ne font pas partie de la Feuille de route , mais qui pourraient être inclus ? 

Pastor pasteur | w_freq: 50 - 175 | wiki_freq: 8818 - 13205 | sentence_idx: 566890 | align_1: 8-7 | align_2: 9-13 | entity: none - pasteur de l’ Église |    It now enjoys the blessing of the Church Pastor Father Georges Berbari to include six different levels of education . ||| Elle bénéficie maintenant de la bénédiction du pasteur de l’ Église , le père George Berbari , pour englober six différents niveaux d’ éducation . 

Syrians Syriens | w_freq: 191 - 191 | wiki_freq: 3109 - 940 | sentence_idx: 575399 | align_1: 1-1 | align_2: 2-6 | entity: Syrians - Syriens |    The Syrians have , but they are far more interested in investing in Beirut hotels than in invading Israel . ||| Les Syriens , eux , l' ont fait , mais ils sont bien plus intéressés à investir dans les hôtels de Beyrouth qu' à envahir Israël . 

Å Å | w_freq: 2 - 2 | wiki_freq: 2574 - 304 | sentence_idx: 575851 | align_1: 8-10 | align_2: 9-14 | entity: none - Å |    In fact , Denmark only acquired the distinctive Å less than 70 years ago , when it replaced the double AA . ||| En fait , le Danemark n’ a acquis le badge Å qu’ il ya moins de 70 ans , lorsqu’ il a remplacé le double AA . 

Abbas Abbas | w_freq: 202 - 203 | wiki_freq: 14387 - 3505 | sentence_idx: 581784 | align_1: 20-22 | align_2: 21-26 | entity: Mahmoud Abbas - Mahmoud Abbas |    Then again , in 2007 , Ehud Olmert offered the Palestinians an even more generous resolution , to which Mahmoud Abbas failed to respond positively . ||| Puis à nouveau , en 2007 , Ehud Olmert a offert aux Palestiniens une résolution encore plus généreuse , à laquelle Mahmoud Abbas n’ a pas réussi à répondre positivement . 

Dessertenne Dessertenne | w_freq: 1 - 1 | wiki_freq: 12 - 25 | sentence_idx: 583816 | align_1: 8-8 | align_2: 9-13 | entity: Eric Dessertenne - Éric Dessertenne |    These five years of close cooperation with Eric Dessertenne have established absolute trust between us . ||| Ces cinq années de coopération étroites entre Éric Dessertenne et moi - même ont instauré une confiance absolue entre nous . 

L-361 E-361 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 586778 | align_1: 0-0 | align_2: 1-4 | entity: none - E-361 |    L-361 You see , there was the church natural , the church natural , which was Lot and his group . ||| E-361 ( 102 ) Vous voyez , il y avait l' église naturelle , l' église naturelle , laquelle était Lot et son groupe . 

Ukyo Ukyo | w_freq: 2 - 2 | wiki_freq: 200 - 131 | sentence_idx: 587011 | align_1: 2-2 | align_2: 3-7 | entity: Ukyo - Ukyo |    Then , Ukyo pressured me all throughout the race . ||| Ensuite , Ukyo m’ a mis sous pression tout au long de la course . 

WEB WEB | w_freq: 367 - 382 | wiki_freq: 257 - 122 | sentence_idx: 587614 | align_1: 1-1 | align_2: 2-7 | entity: none - WEB |    ( WEB Participants are able to try out an e-bike for 15 days . ||| ( WEB Dans ce cadre , les participants peuvent tester un vélo électrique pendant 15 jours . 

Actiondays journées | w_freq: 1 - 260 | wiki_freq: 0 - 12514 | sentence_idx: 588426 | align_1: 6-3 | align_2: 7-8 | entity: the Berlin Actiondays - none |    We call out for the Berlin Actiondays against the world of G20 ! ||| Nous appelons aux journées d’ action à Berlin contre le monde du G20 ! 

ESF+ FSE+ | w_freq: 3 - 3 | wiki_freq: 9 - 5 | sentence_idx: 590075 | align_1: 3-2 | align_2: 4-7 | entity: ESF+ - FSE+ |    How will the ESF+ simplify the management and payment of funds ? ||| Comment le FSE+ permettra -t -il de simplifier la gestion et le paiement des fonds ? 

Braun Braun | w_freq: 24 - 24 | wiki_freq: 10109 - 3663 | sentence_idx: 591910 | align_1: 6-5 | align_2: 7-9 | entity: Eva Braun - Eva Braun |    Why did Adolf Hitler and Eva Braun not have children ? ||| Pourquoi Adolf Hitler et Eva Braun n’ ont -ils pas eu d’ enfants ? 

Mandates Mandates | w_freq: 6 - 1 | wiki_freq: 569 - 0 | sentence_idx: 596595 | align_1: 4-4 | align_2: 5-13 | entity: none - Gender and Truth Commission Mandates |    Gender and Truth Commission Mandates ( Vasuki , N. No date ) . ||| Gender and Truth Commission Mandates [ Mandats des commissions Genre et Vérité ] ( Vasuki , N. No date ) . 

Jean-Claude Jean-Claude | w_freq: 53 - 56 | wiki_freq: 4746 - 14622 | sentence_idx: 596738 | align_1: 24-21 | align_2: 25-25 | entity: Jean-Claude - Jean-Claude |    Oh , yeah , decide whether I 'm going to sleep with Richard , and if I did , what that would mean for Jean-Claude and myself . ||| Ah , oui : décider si j' allais coucher avec Richard , et le cas échéant ce que ça signifirait pour Jean-Claude ( 4 ) et moi . 

Miracles Miracles | w_freq: 45 - 13 | wiki_freq: 4337 - 775 | sentence_idx: 598344 | align_1: 10-9 | align_2: 11-18 | entity: A Course in Miracles - A Course in Miracles |    Many of you are familiar with “ A Course in Miracles , ” which is a large work which I dictated about 40 years ago . ||| Beaucoup d’ entre vous connaissent « A Course in Miracles » ( Un cours sur les miracles ) , qui est un gros ouvrage que j’ ai dicté il y a quelque 40 ans . 

Mujaheddin Moudjahidines | w_freq: 1 - 2 | wiki_freq: 66 - 99 | sentence_idx: 599823 | align_1: 5-4 | align_2: 6-10 | entity: Mujaheddin - Moudjahidines |    Then I will ask the Mujaheddin ( 2 ) to attack them there ( 3 ) . ” ||| Je demanderai alors aux Moudjahidines [ du peuple iranien ] ( 2 ) de les attaquer là - bas ( 3 ) . » 

Anatolia Anatolie | w_freq: 14 - 15 | wiki_freq: 10871 - 5253 | sentence_idx: 600578 | align_1: 6-5 | align_2: 7-9 | entity: Eastern Anatolia - Anatolie |    The interpretation of events in Eastern Anatolia in 1915 - 16 is still the subject of genuine debate amongst historians . " ||| L’ interprétation des évènements en Anatolie de l’ est en 1915 - 1916 est encore le sujet d’ un véritable débat entre historiens " ? 

E-26 E-26 | w_freq: 22 - 20 | wiki_freq: 7 - 1 | sentence_idx: 602606 | align_1: 0-0 | align_2: 1-5 | entity: none - E-26 |    E-26 Not long ago up in the mountains , I think Dr. Akerman , if I 'm not mistaken is setting here this afternoon . ||| E-26 Il n’ y a pas longtemps , là - haut dans les montagnes , je pense que Dr Akerman , si je ne me trompe pas , est assis ici cet après-midi . 

Attali Attali | w_freq: 4 - 4 | wiki_freq: 137 - 508 | sentence_idx: 604400 | align_1: 0-0 | align_2: 1-4 | entity: Attali - Attali |    Attali understood it , we inevitably enter the world of simulation and modeling . ||| Attali l’ a bien compris , nous entrons inéluctablement dans le monde de la simulation et de la modélisation . 

Kabila Kabila | w_freq: 68 - 69 | wiki_freq: 1596 - 1297 | sentence_idx: 611353 | align_1: 6-8 | align_2: 7-12 | entity: Kabila - Kabila |    A national dialogue initiated by President Kabila started early September . ||| Un dialogue national , amorcé par le président Kabila , s’ est ouvert début septembre . 

Remember Souviens | w_freq: 1019 - 30 | wiki_freq: 9753 - 330 | sentence_idx: 615086 | align_1: 0-0 | align_2: 1-4 | entity: none - Souviens - toi |    Remember , whatever kind of cosmic connection that you discover in your relationship ( past or present ) , all of them have a purpose on your path . ||| Souviens - toi que , quel que soit le type de connexions cosmiques que tu découvres dans ta relation de couple ( actuelle ou passée ) , toutes ont une finalité dans ton parcours de vie . 

RIVER RIVER | w_freq: 1 - 1 | wiki_freq: 73 - 11 | sentence_idx: 616353 | align_1: 12-18 | align_2: 13-24 | entity: none - SUPPER RIVER |    However , look a little closer , SUPERIOR = SUP-E-RIO or SUPPER RIVER . ||| Cependant , regardez - y de plus près , SUPERIOR = SUP - E - RIO ou SUPPER RIVER ( RIVIÈRE du SOUPER ) . 

idols malheurs | w_freq: 34 - 46 | wiki_freq: 6922 - 1793 | sentence_idx: 617272 | align_1: 5-3 | align_2: 6-9 | entity: none - Prophètes de malheurs |    The prophets continually complain about idols . ||| Les Prophètes de malheurs , discours de la discorde , 

E-445 E-445 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 618857 | align_1: 0-0 | align_2: 1-4 | entity: none - E-445 |    E-445 And when the battle is over we shall wear the crown . ||| E-445 ( 355 ) Et quand la bataille sera terminée , nous porterons la couronne . 

Altamir Altamir | w_freq: 1 - 1 | wiki_freq: 24 - 7 | sentence_idx: 628626 | align_1: 2-1 | align_2: 3-9 | entity: Altamir - Altamir |    Why has Altamir exclusively invested with Apax Partners ? ||| Pourquoi Altamir a t -elle jusqu’ à présent investi exclusivement avec Apax Partners ? 

TRIBE TRIBE | w_freq: 1 - 1 | wiki_freq: 72 - 2 | sentence_idx: 628981 | align_1: 2-2 | align_2: 3-6 | entity: TRIBE - TRIBE |    Secondly , TRIBE faced the challenge of engaging a very wide target group – the general public . ||| Ensuite , TRIBE s’ est trouvé confronté au défi d’ impliquer un groupe cible très large , c’ est - à - dire le grand public . 

Hunger Hunger | w_freq: 51 - 14 | wiki_freq: 6124 - 685 | sentence_idx: 631830 | align_1: 14-18 | align_2: 15-23 | entity: Hunger - Hunger |    The game ’s original title ( before it was changed during development ) was Hunger . ||| Le titre original du jeu , avant qu’ il ne soit changé au cours du développement , était Hunger ( la faim ) . 

L-365 E-365 | w_freq: 1 - 2 | wiki_freq: 3 - 0 | sentence_idx: 632042 | align_1: 0-0 | align_2: 1-6 | entity: none - E-365 |    L-365 Outside , remember , I might not never see your hand . ||| E-365 Ceux qui sont à l’ extérieur , souvenez -vous , il se peut que je ne voie jamais votre main . 

TERRA TERRA | w_freq: 3 - 4 | wiki_freq: 218 - 47 | sentence_idx: 636280 | align_1: 1-3 | align_2: 2-7 | entity: none - TERRA |    The TERRA PAPERS , the story of Bek'Ti , nearly got me thrown out of school . ||| Les PAPIERS de TERRA ( The TERRA PAPERS ) , l’ histoire de Bek’ Ti , m’ ont quasiment fait jeter hors de l’ école . 

Spongebob SpongeBob | w_freq: 2 - 2 | wiki_freq: 265 - 39 | sentence_idx: 638575 | align_1: 1-0 | align_2: 2-5 | entity: none - SpongeBob |    Was Spongebob Originally For Adults ? ||| SpongeBob était -il à l' origine destiné aux adultes ? 

E-42 E-42 | w_freq: 26 - 27 | wiki_freq: 3 - 1 | sentence_idx: 639630 | align_1: 0-0 | align_2: 1-5 | entity: none - E-42 |    E-42 We see this , from the beginning . ||| E-42 C’ est ce que nous voyons , dès le commencement . 

OAS OEA | w_freq: 45 - 36 | wiki_freq: 2320 - 396 | sentence_idx: 648229 | align_1: 2-2 | align_2: 3-11 | entity: OAS - OEA |    " The OAS is certainly being questioned , largely because of the role played by the United States and Brazil and Argentina . " ||| « L’ OEA [ Organisation des États américains , NdT ] est certainement remise en cause , en grande partie à cause du rôle joué par les États-Unis , le Brésil et l’ Argentine . » 

Merkel Merkel | w_freq: 196 - 191 | wiki_freq: 4594 - 1464 | sentence_idx: 649081 | align_1: 5-4 | align_2: 6-9 | entity: Merkel - Mme Merkel |    In the Bundestag , Ms Merkel rightly highlighted that domestic policy was no longer confined to intra-state debates . ||| Au Bundestag , Mme Merkel a , à juste titre , souligné que la politique nationale n’ était plus confinée aux débats intra-Etat . 

Taraneh Taraneh | w_freq: 3 - 3 | wiki_freq: 93 - 13 | sentence_idx: 649657 | align_1: 1-0 | align_2: 2-5 | entity: Taraneh - Taraneh |    Was Taraneh arrested on 7th Tir ( 28th June ) near Ghoba mosque ? ||| Taraneh a -t -elle été arrêtée le 7 Tir ( 28 juin ) près de la mosquée Ghoba ? 

Emir Emir | w_freq: 11 - 10 | wiki_freq: 7300 - 785 | sentence_idx: 649751 | align_1: 6-7 | align_2: 7-12 | entity: none - Emir |    “ If you met the same Emir two years ago , he was praising Assad , and considered him a dear friend . ||| « Si vous aviez rencontré ce même Emir , il y a deux ans , il faisait l' éloge d' Assad et le considérait comme un ami très cher . 

Approaches Approaches | w_freq: 10 - 1 | wiki_freq: 2926 - 128 | sentence_idx: 651084 | align_1: 11-13 | align_2: 12-20 | entity: “ Current Intellectual Approaches - Current Intellectual Approaches |    He recently began distributing a new book , “ Current Intellectual Approaches , ” prior to his arrest on 24 December . ||| Il a récemment commencé à diffuser un nouveau livre , « Current Intellectual Approaches » ( Approches intellectuelles actuelles ) , avant d’ être arrêté le 24 décembre . 

Ridgeway Ridgeway | w_freq: 1 - 1 | wiki_freq: 2687 - 185 | sentence_idx: 651366 | align_1: 0-0 | align_2: 1-5 | entity: Ridgeway - Ridgeway |    Ridgeway faced the man or woman he had captured . ||| Ridgeway , lui , était face à l’ homme ou à la femme qu’ il avait capturé . 

Directive Directive | w_freq: 748 - 117 | wiki_freq: 8800 - 2784 | sentence_idx: 651730 | align_1: 24-26 | align_2: 25-31 | entity: the EU Directive - Directive de l’ Union européenne |    One of the main arguments in favour of the revision of the ECTT is the pan-European scope of the convention , whilst the EU Directive covers only the 28 EU member States . ||| L’ un des principaux arguments en faveur de la révision de la CETT est celui de la portée paneuropéenne de la convention , alors que la Directive de l’ Union européenne concerne uniquement les 28 Etats membres de l’ Union européenne . 

