Magento-specialists Magento-Spezialisten | w_freq: 2 - 2 | wiki_freq: 0 - 0 | sentence_idx: 1636 | align_1: 7-5 | align_2: 8-9 | ner_entity: Magento-specialists-none |    Years of experience – We have been Magento-specialists since 2008 ! ||| Jahrelange Erfahrung – Wir sind Magento-Spezialisten , und das seit 2008 !
chèvre chèvre | w_freq: 1 - 4 | wiki_freq: 35 - 12 | sentence_idx: 878302 | align_1: 10-10 | align_2: 11-17 | ner_entity: Danse de la chèvre-Danse de la chèvre |    During this time period he also wrote Danse de la chèvre ( 1921 ) , an essential piece of flute repertoire . ||| Während dieser Zeit schrieb Periode er auch Danse de la chèvre ( Danse de la chèvre ) ( 1921 ) , wesentliches Stück Flöte-Repertoire .

Casumo Casumo | w_freq: 9 - 7 | wiki_freq: 18 - 0 | sentence_idx: 879300 | align_1: 17-16 | align_2: 18-21 | ner_entity: Casumo-Casumo |    This is another reason why it is so beneficial to practice on the regular table games at Casumo where you can sit and think and play at your own pace . ||| Dies ist ein weiterer Grund , warum es so vorteilhaft ist , die regulären Tischspiele bei Casumo zu üben , bei denen Sie in Ihrem eigenen Tempo sitzen und nachdenken und spielen können .

Apprentices Apprentices | w_freq: 3 - 1 | wiki_freq: 689 - 7 | sentence_idx: 889499 | align_1: 11-9 | align_2: 12-19 | ner_entity: Working Group on Mobility for Apprentices-Working Group on Mobility for Apprentices |    [ 15 ] Report from the Working Group on Mobility for Apprentices , February 2010 ( European Commission ) . ||| 15. Bericht der " Working Group on Mobility for Apprentices " ( Arbeitsgruppe für die Mobilität von Auszubildenden ) , Februar 2010 ( Europäische Kommission ) .

Moresnet Moresnet | w_freq: 2 - 2 | wiki_freq: 144 - 92 | sentence_idx: 899025 | align_1: 15-12 | align_2: 16-17 | ner_entity: Neutral Moresnet-Moresnet |    However , there were plans at the beginning of the 20th century to establish Neutral Moresnet as the world 's first Esperanto state . ||| Jedoch gab es Pläne am Anfang des 20. Jahrhunderts , um Neutralen Moresnet ( Neutraler Moresnet ) als der erste Esperanto-Staat in der Welt zu gründen .

UdK UdK | w_freq: 2 - 2 | wiki_freq: 66 - 383 | sentence_idx: 899207 | align_1: 21-16 | align_2: 22-23 | ner_entity: UdK-UdK |    … That ’s true , but I want to say to young artists : When I was still studying at the UdK , many thought that I was a very talented painter . ||| Das ist wahr , aber ich möchte jungen Künstlern sagen : Als ich noch an der UdK ( Universität der Künste ) studierte , dachten viele , dass ich eine sehr talentierte Malerin sei .

7I Shep | w_freq: 2 - 3 | wiki_freq: 6 - 222 | sentence_idx: 905237 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-Shep |    7I shall give thanks to You with uprightness of heart , ||| Shep ( und Femshep ) werden dir sicher dankbar sein .

LuAnne LuAnne | w_freq: 1 - 1 | wiki_freq: 15 - 0 | sentence_idx: 912709 | align_1: 20-18 | align_2: 21-23 | ner_entity: LuAnne-LuAnne |    And thank God I got to grow up a little bit , because I was a much younger 16-year-old than LuAnne . ||| Und Gott sei Dank durfte ich ein bisschen erwachsener werden , weil ich eine viel jüngere 16-Jährige als LuAnne [ Henderson ] war .

Ndlovu Ndlovu | w_freq: 1 - 1 | wiki_freq: 547 - 78 | sentence_idx: 913071 | align_1: 15-16 | align_2: 16-21 | ner_entity: Ndlovu-Ndlovu |    He credits his recovery and his good health today to the care he received at Ndlovu . ||| Er führt seine Genesung und seine gute Gesundheit heute auf die Pflege , die er bei Ndlovu erhalten hat , zurück .

Solidarnoscalthough Solidarność | w_freq: 1 - 6 | wiki_freq: 0 - 948 | sentence_idx: 922660 | align_1: 9-9 | align_2: 10-13 | ner_entity: Solidarnosc—although-Solidarność |    The American Revolutionary Workers League ( RWL ) defends Solidarnoscalthough with a slightly different rationalization . ||| Die amerikanische Revolutionary Workers League ( RWL ) verteidigt Solidarność , wenn auch mit einer etwas anderen rationalen Erklärung .

NaNos NaNos | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 928454 | align_1: 18-15 | align_2: 19-19 | ner_entity: NaNos-none |    So I raise my glass of prosecco – unfortunately we ’re out of champagne – to all the NaNos still struggling to reach the finish line and to … ||| Also erhebe ich mein Prosecco-Glas - leider ist uns der Champagner ausgegangen - auf alle NaNos , die sich noch abmühen , die Ziellinie zu erreichen und auf ...

PRIORITIES PRIORITIES | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 944855 | align_1: 6-6 | align_2: 7-13 | ner_entity: THE SUPREME PRIORITIES-THE SUPREME PRIORITIES |    That book - " THE SUPREME PRIORITIES - was published in 1970 . ||| Dieses Buch - „ THE SUPREME PRIORITIES " [ Die höchsten Prioritäten ] - wurde im Jahre 1970 herausgegeben .

Orbs Orbs | w_freq: 3 - 4 | wiki_freq: 203 - 38 | sentence_idx: 955832 | align_1: 9-10 | align_2: 10-15 | ner_entity: Red Orbs-Red Orbs |    „ With giving people the ability to purchase Red Orbs , it ’s something we want to give people as an option . ||| „ Wenn wir Leuten die Möglichkeit geben , „ Red Orbs " käuflich zu erwerben , dann ist das etwas , das wir ihnen als Option bereitstellen möchten .

FIPs FIP | w_freq: 1 - 6 | wiki_freq: 28 - 177 | sentence_idx: 983791 | align_1: 18-19 | align_2: 19-24 | ner_entity: none-FIP |    In our efforts to make sustainable fishing the only option , we actively support fisheries improvement projects ( FIPs ) in some of the world ’s major fishing grounds , such as Mauritania and Mexico . ||| Bei unserm Engagement , aus der nachhaltigen Fischerei die einzige Option zu machen , unterstützen wir aktiv Fischereiverbesserungsprojekte ( FIP , Fishery Improvement Projects ) , in einigen der wichtigsten Fangebiete der Welt wie Mauretanien und Mexiko .

Brener Brener | w_freq: 1 - 2 | wiki_freq: 219 - 43 | sentence_idx: 990710 | align_1: 6-5 | align_2: 7-10 | ner_entity: Alexander Brener-Alexander Brener |    Some individuals , such as Alexander Brener , have used the medium to politicize other art forms , and have used the prison sentences enforced on them as a means of further protest . ||| Einige Personen , wie Alexander Brener ( Alexander Brener ) , haben das Medium verwendet , um andere Kunstformen zu politisieren , und haben die Gefängnisstrafen verwendet , die auf sie als ein Mittel des weiteren Protests gezwungen sind .

Coronaviruses Coronaviren | w_freq: 1 - 3 | wiki_freq: 80 - 423 | sentence_idx: 994858 | align_1: 12-12 | align_2: 13-17 | ner_entity: Coronaviruses-none |    The BBC also reports that this virus is just one of six Coronaviruses known to infect people . ||| Die BBC berichtet auch , dass dieses Virus nur einer von sechs Coronaviren ist , von denen bekannt ist , dass sie Menschen infizieren .

